report_date,slug_id,slug_name,report_title,group,category,commodity,class,period,slaughter_date,slaughter
2025-07-09 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-08 00:00:00.000,21000
2025-07-03 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-02 00:00:00.000,21000
2025-07-02 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-01 00:00:00.000,21000
2025-06-27 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-26 00:00:00.000,21000
2025-06-20 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-19 00:00:00.000,21000
2025-06-18 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-17 00:00:00.000,21000
2025-06-05 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-04 00:00:00.000,21000
2025-05-29 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-05-28 00:00:00.000,21000
2025-05-22 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-05-21 00:00:00.000,21000
2025-05-19 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-05-16 00:00:00.000,21000
2025-05-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-05-13 00:00:00.000,21000
2025-05-02 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-05-01 00:00:00.000,21000
2025-05-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-30 00:00:00.000,21000
2025-04-24 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-23 00:00:00.000,21000
2025-04-22 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-21 00:00:00.000,21000
2025-04-18 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-17 00:00:00.000,21000
2025-04-16 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-15 00:00:00.000,21000
2025-04-15 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-14 00:00:00.000,21000
2025-04-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-11 00:00:00.000,21000
2025-04-11 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-10 00:00:00.000,21000
2025-04-09 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-04-08 00:00:00.000,21000
2025-03-25 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-03-24 00:00:00.000,21000
2025-03-24 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-03-21 00:00:00.000,21000
2025-03-20 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-03-19 00:00:00.000,21000
2025-03-17 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-03-14 00:00:00.000,21000
2025-02-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-02-20 00:00:00.000,21000
2025-02-11 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-02-10 00:00:00.000,21000
2025-02-10 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-02-07 00:00:00.000,21000
2025-01-13 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-01-10 00:00:00.000,21000
2025-01-06 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-01-03 00:00:00.000,21000
2025-01-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-12-31 00:00:00.000,21000
2024-12-31 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-12-30 00:00:00.000,21000
2024-12-16 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-12-13 00:00:00.000,21000
2024-10-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-10-18 00:00:00.000,21000
2024-10-07 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-10-04 00:00:00.000,21000
2024-10-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-09-30 00:00:00.000,21000
2024-09-30 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-09-27 00:00:00.000,21000
2024-08-26 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-08-23 00:00:00.000,21000
2024-08-19 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-08-16 00:00:00.000,21000
2024-08-12 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-08-09 00:00:00.000,21000
2024-08-06 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-08-05 00:00:00.000,21000
2024-08-02 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-08-01 00:00:00.000,21000
2024-07-30 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-07-29 00:00:00.000,21000
2024-07-15 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-07-12 00:00:00.000,21000
2024-06-18 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-06-17 00:00:00.000,21000
2024-05-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-05-20 00:00:00.000,21000
2024-05-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-05-13 00:00:00.000,21000
2024-05-07 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-05-06 00:00:00.000,21000
2024-04-30 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-04-29 00:00:00.000,21000
2024-04-23 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-04-22 00:00:00.000,21000
2024-04-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2024-03-29 00:00:00.000,21000
2025-12-09 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-12-08 00:00:00.000,17000
2025-12-08 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-12-06 00:00:00.000,2000
2025-12-02 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-12-01 00:00:00.000,17000
2025-12-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-28 00:00:00.000,20000
2025-12-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-29 00:00:00.000,7000
2025-11-28 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-27 00:00:00.000,1000
2025-11-25 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-24 00:00:00.000,20000
2025-11-24 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-22 00:00:00.000,1000
2025-11-17 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-15 00:00:00.000,3000
2025-11-10 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-07 00:00:00.000,19000
2025-11-10 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-08 00:00:00.000,3000
2025-11-04 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-03 00:00:00.000,20000
2025-11-03 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-11-01 00:00:00.000,3000
2025-10-28 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-27 00:00:00.000,17000
2025-10-27 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-24 00:00:00.000,20000
2025-10-27 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-25 00:00:00.000,3000
2025-10-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-20 00:00:00.000,15000
2025-10-20 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-18 00:00:00.000,2000
2025-10-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-13 00:00:00.000,16000
2025-10-13 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-11 00:00:00.000,1000
2025-10-07 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-06 00:00:00.000,16000
2025-10-06 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-04 00:00:00.000,1000
2025-10-02 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-10-01 00:00:00.000,20000
2025-09-30 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-29 00:00:00.000,20000
2025-09-29 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-26 00:00:00.000,20000
2025-09-29 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-27 00:00:00.000,1000
2025-09-23 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-22 00:00:00.000,16000
2025-09-22 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-20 00:00:00.000,1000
2025-09-16 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-15 00:00:00.000,17000
2025-09-15 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-12 00:00:00.000,20000
2025-09-15 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-13 00:00:00.000,2000
2025-09-09 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-08 00:00:00.000,15000
2025-09-08 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-05 00:00:00.000,20000
2025-09-08 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-06 00:00:00.000,3000
2025-09-02 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-09-01 00:00:00.000,1000
2025-09-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-29 00:00:00.000,18000
2025-09-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-30 00:00:00.000,2000
2025-08-28 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-27 00:00:00.000,20000
2025-08-26 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-25 00:00:00.000,14000
2025-08-25 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-22 00:00:00.000,20000
2025-08-25 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-23 00:00:00.000,1000
2025-08-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-20 00:00:00.000,20000
2025-08-19 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-18 00:00:00.000,14000
2025-08-18 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-15 00:00:00.000,19000
2025-08-18 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-16 00:00:00.000,1000
2025-08-15 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-14 00:00:00.000,20000
2025-08-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-13 00:00:00.000,19000
2025-08-12 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-11 00:00:00.000,18000
2025-08-11 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-08 00:00:00.000,20000
2025-08-11 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-09 00:00:00.000,1000
2025-08-07 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-06 00:00:00.000,19000
2025-08-06 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-05 00:00:00.000,20000
2025-08-05 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-04 00:00:00.000,18000
2025-08-04 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-01 00:00:00.000,19000
2025-08-04 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-08-02 00:00:00.000,1000
2025-08-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-31 00:00:00.000,20000
2025-07-31 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-30 00:00:00.000,20000
2025-07-29 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-28 00:00:00.000,18000
2025-07-28 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-25 00:00:00.000,20000
2025-07-28 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-26 00:00:00.000,1000
2025-07-24 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-23 00:00:00.000,20000
2025-07-22 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-21 00:00:00.000,18000
2025-07-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-18 00:00:00.000,19000
2025-07-21 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-19 00:00:00.000,1000
2025-07-18 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-17 00:00:00.000,20000
2025-07-17 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-16 00:00:00.000,19000
2025-07-15 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-14 00:00:00.000,18000
2025-07-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-11 00:00:00.000,19000
2025-07-14 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-12 00:00:00.000,1000
2025-07-10 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-09 00:00:00.000,20000
2025-07-08 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-07 00:00:00.000,17000
2025-07-07 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-04 00:00:00.000,0
2025-07-07 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-05 00:00:00.000,1000
2025-07-04 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-07-03 00:00:00.000,19000
2025-07-01 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-30 00:00:00.000,18000
2025-06-30 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-27 00:00:00.000,20000
2025-06-30 00:00:00.000,"3208","AMS_3208","Daily Livestock and Poultry Slaughter","Livestock","INSPECTED SLAUGHTER (ESTIMATE)","Cattle","Cows/Bulls","Previous",2025-06-28 00:00:00.000,1000
