symbol,time,open,high,low,close,volume,open_interest
ZSH25,2023-03-20,1249.75,1249.75,1249.75,1249.75,,
ZSH25,2023-03-21,1236.0,1236.0,1236.0,1236.0,,
ZSH25,2023-03-22,1216.75,1216.75,1216.75,1216.75,,
ZSH25,2023-03-23,1202.0,1205.5,1202.0,1205.5,5.0,2.0
ZSH25,2023-03-24,1215.5,1215.5,1215.5,1215.5,,2.0
ZSH25,2023-03-27,1227.75,1227.75,1227.75,1227.75,,2.0
ZSH25,2023-03-28,1237.25,1237.25,1237.25,1237.25,,2.0
ZSH25,2023-03-29,1234.5,1234.5,1234.5,1234.5,,2.0
ZSH25,2023-03-30,1232.0,1232.0,1232.0,1232.0,,2.0
ZSH25,2023-03-31,1234.75,1234.75,1234.75,1234.75,,2.0
ZSH25,2023-04-03,1243.25,1243.25,1243.25,1243.25,,2.0
ZSH25,2023-04-04,1239.25,1239.25,1239.25,1239.25,,2.0
ZSH25,2023-04-05,1240.0,1240.0,1240.0,1240.0,,2.0
ZSH25,2023-04-06,1237.5,1237.5,1237.5,1237.5,,2.0
ZSH25,2023-04-10,1238.0,1238.0,1238.0,1238.0,,2.0
ZSH25,2023-04-11,1239.75,1239.75,1239.75,1239.75,,2.0
ZSH25,2023-04-12,1230.75,1230.75,1230.75,1230.75,,2.0
ZSH25,2023-04-13,1235.25,1235.25,1235.25,1235.25,,2.0
ZSH25,2023-04-14,1224.0,1224.0,1224.0,1224.0,,2.0
ZSH25,2023-04-17,1233.75,1233.75,1233.75,1233.75,,2.0
ZSH25,2023-04-18,1241.5,1241.5,1241.5,1241.5,,2.0
ZSH25,2023-04-19,1235.0,1235.0,1235.0,1235.0,,2.0
ZSH25,2023-04-20,1227.0,1227.0,1227.0,1227.0,,2.0
ZSH25,2023-04-21,1214.5,1214.5,1214.5,1214.5,,2.0
ZSH25,2023-04-24,1206.5,1206.5,1206.5,1206.5,,2.0
ZSH25,2023-04-25,1200.0,1200.0,1200.0,1200.0,,2.0
ZSH25,2023-04-26,1204.0,1204.0,1204.0,1204.0,,2.0
ZSH25,2023-04-27,1201.0,1201.0,1201.0,1201.0,,2.0
ZSH25,2023-04-28,1208.5,1208.5,1208.5,1208.5,,2.0
ZSH25,2023-05-01,1221.75,1221.75,1221.75,1221.75,,2.0
ZSH25,2023-05-02,1220.25,1220.25,1220.25,1220.25,,2.0
ZSH25,2023-05-03,1228.25,1228.25,1228.25,1228.25,,2.0
ZSH25,2023-05-04,1222.25,1222.25,1222.25,1222.25,2.0,2.0
ZSH25,2023-05-05,1228.5,1228.5,1228.5,1228.5,,2.0
ZSH25,2023-05-08,1223.5,1223.5,1223.5,1223.5,,2.0
ZSH25,2023-05-09,1213.0,1213.0,1213.0,1213.0,,2.0
ZSH25,2023-05-10,1211.75,1211.75,1211.75,1211.75,,2.0
ZSH25,2023-05-11,1214.5,1214.5,1214.5,1214.5,,2.0
ZSH25,2023-05-12,1211.5,1211.5,1201.0,1201.0,2.0,4.0
