symbol,time,open,high,low,close,volume,open_interest
LEG25,2023-08-31,191.0,191.0,191.0,191.0,,82.0
LEG25,2023-09-01,192.5,192.75,192.0,192.0,91.0,82.0
LEG25,2023-09-05,192.075,193.0,192.0,192.6,25.0,103.0
LEG25,2023-09-06,192.6,193.65,192.325,193.5,45.0,138.0
LEG25,2023-09-07,193.0,194.15,193.0,193.8,24.0,156.0
LEG25,2023-09-08,194.25,194.25,193.9,194.2,34.0,183.0
LEG25,2023-09-11,194.5,195.125,194.475,195.1,89.0,256.0
LEG25,2023-09-12,195.075,195.5,195.0,195.5,14.0,263.0
LEG25,2023-09-13,195.225,195.475,194.925,195.4,44.0,295.0
LEG25,2023-09-14,195.4,197.8,195.4,197.8,138.0,417.0
LEG25,2023-09-15,197.8,199.55,197.8,199.25,71.0,473.0
LEG25,2023-09-18,198.8,199.175,198.8,199.0,13.0,477.0
LEG25,2023-09-19,198.275,199.5,198.25,198.8,14.0,483.0
LEG25,2023-09-20,198.175,199.575,198.175,199.5,35.0,506.0
LEG25,2023-09-21,198.5,198.6,197.8,197.925,37.0,526.0
LEG25,2023-09-22,198.2,199.15,197.8,199.15,82.0,558.0
LEG25,2023-09-25,198.775,199.025,198.5,198.9,46.0,581.0
LEG25,2023-09-26,198.6,198.6,197.8,198.05,116.0,621.0
LEG25,2023-09-27,198.0,198.2,196.825,197.0,89.0,677.0
LEG25,2023-09-28,197.075,199.0,197.0,198.1,126.0,750.0
LEG25,2023-09-29,198.1,198.1,196.0,196.0,89.0,803.0
LEG25,2023-10-02,197.05,197.4,196.5,196.5,57.0,837.0
LEG25,2023-10-03,195.6,196.075,194.675,194.9,106.0,880.0
LEG25,2023-10-04,194.75,195.025,193.75,194.525,61.0,911.0
LEG25,2023-10-05,194.575,195.275,194.0,194.9,112.0,938.0
LEG25,2023-10-06,194.125,196.2,194.125,196.2,72.0,953.0
LEG25,2023-10-09,195.175,195.5,195.075,195.225,47.0,978.0
LEG25,2023-10-10,194.95,195.35,194.2,194.575,103.0,1028.0
LEG25,2023-10-11,195.125,196.0,194.275,195.75,173.0,1098.0
LEG25,2023-10-12,195.75,197.0,195.75,196.95,247.0,1194.0
LEG25,2023-10-13,196.9,196.925,195.375,195.375,116.0,1216.0
LEG25,2023-10-16,195.9,196.475,194.9,194.9,147.0,1271.0
LEG25,2023-10-17,195.125,196.5,195.125,196.025,310.0,1437.0
LEG25,2023-10-18,196.0,196.225,195.325,195.75,148.0,1518.0
LEG25,2023-10-19,195.05,195.55,194.25,194.3,177.0,1551.0
