report_date,primal_desc,choice_600_900,select_600_900,week_of_year,year,indexby_year,start_of_week,end_of_week
2013-04-11,Loin,263.86,244.21,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Plate,136.75,139.69,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Chuck,159.1,157.13,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Flank,108.6,107.76,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Round,161.56,160.28,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Rib,273.0,262.05,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Brisket,133.61,132.1,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Trim,96.94,96.94,154,2013,70,2013-04-07,2013-04-12
2013-04-11,Cutout,190.15,183.99,154,2013,70,2013-04-07,2013-04-12
2013-04-12,Chuck,159.17,156.85,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Flank,107.42,107.94,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Brisket,133.39,133.23,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Loin,261.56,246.3,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Rib,272.37,262.49,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Plate,136.97,139.9,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Trim,97.16,97.16,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Cutout,189.52,184.14,155,2013,71,2013-04-07,2013-04-12
2013-04-12,Round,161.31,158.8,155,2013,71,2013-04-07,2013-04-12
2013-04-15,Flank,107.16,110.65,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Cutout,189.89,183.91,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Brisket,132.39,133.08,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Rib,275.37,262.78,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Trim,97.695,97.695,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Chuck,158.09,156.73,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Plate,139.02,141.94,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Round,160.08,158.27,161,2013,72,2013-04-14,2013-04-19
2013-04-15,Loin,264.11,244.7,161,2013,72,2013-04-14,2013-04-19
2013-04-16,Plate,137.61,140.47,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Cutout,190.45,183.93,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Chuck,159.98,159.4,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Round,158.99,157.33,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Brisket,132.46,132.75,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Flank,108.47,111.04,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Rib,276.03,258.76,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Loin,265.14,244.73,162,2013,73,2013-04-14,2013-04-19
2013-04-16,Trim,98.23,98.23,162,2013,73,2013-04-14,2013-04-19
2013-04-17,Brisket,132.63,132.07,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Cutout,191.33,184.49,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Round,158.31,157.2,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Loin,267.44,245.5,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Trim,97.61,97.61,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Flank,110.03,109.29,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Rib,276.88,257.39,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Chuck,161.23,161.6,163,2013,74,2013-04-14,2013-04-19
2013-04-17,Plate,137.9,140.73,163,2013,74,2013-04-14,2013-04-19
2013-04-18,Flank,108.71,106.43,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Loin,267.87,245.95,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Round,157.54,157.34,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Rib,273.55,254.47,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Chuck,161.1,161.69,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Cutout,190.79,184.25,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Plate,138.18,140.97,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Trim,99.14,99.14,164,2013,75,2013-04-14,2013-04-19
2013-04-18,Brisket,132.33,132.46,164,2013,75,2013-04-14,2013-04-19
2013-04-19,Rib,273.55,258.97,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Brisket,131.57,133.02,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Trim,96.62,96.62,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Flank,108.36,106.06,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Round,156.45,155.7,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Chuck,159.31,157.99,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Plate,138.93,141.81,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Loin,268.25,247.16,165,2013,76,2013-04-14,2013-04-19
2013-04-19,Cutout,190.1,183.63,165,2013,76,2013-04-14,2013-04-19
2013-04-22,Plate,137.51,140.41,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Round,157.42,156.33,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Trim,98.59,98.59,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Rib,275.72,261.11,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Cutout,190.78,183.67,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Flank,108.52,107.76,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Chuck,159.96,156.39,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Loin,268.92,248.13,171,2013,77,2013-04-21,2013-04-26
2013-04-22,Brisket,131.15,132.44,171,2013,77,2013-04-21,2013-04-26
2013-04-23,Flank,107.57,106.14,172,2013,78,2013-04-21,2013-04-26
2013-04-23,Round,158.45,157.63,172,2013,78,2013-04-21,2013-04-26
2013-04-23,Chuck,160.42,158.2,172,2013,78,2013-04-21,2013-04-26
2013-04-23,Brisket,133.2,131.05,172,2013,78,2013-04-21,2013-04-26
2013-04-23,Plate,136.72,139.5,172,2013,78,2013-04-21,2013-04-26
