report_date,published_date,description,commodity,type,class,volume,unit,year,indexby_year
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,58.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,847.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,643.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,917.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,519.6,Million lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,914.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,836.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,288.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,329.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1390.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,113.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,196.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,66.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,57.0,lbs,2024,24
2024-06-10,06/27/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,510.5,Million lbs,2024,24
2024-06-17,07/05/2024 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,514.0,Million lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.2,Million lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,913.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,844.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,933.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,518.3,Million lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,833.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,639.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Meat Production,All,All,All,1035.3,Million lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,63.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,198.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,292.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,213.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,215.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,211.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,61.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,329.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1382.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,121.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,61.0,lbs,2024,25
2024-06-17,07/05/2024 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,286.0,lbs,2024,25
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,65.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,911.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,318.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,296.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,209.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,212.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,220.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,61.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,190.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,61.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,919.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,830.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,841.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,512.2,Million lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Meat Production,All,All,All,1026.4,Million lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,511.4,Million lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.1,Million lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,284.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1378.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,121.0,lbs,2024,26
2024-06-24,07/11/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,633.0,lbs,2024,26
2024-07-01,07/18/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,326.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1385.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,119.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Meat Production,All,All,All,870.3,Million lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,440.6,Million lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,60.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,60.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,194.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,1.9,Million lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,427.1,Million lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,283.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,66.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,225.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,916.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,924.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,834.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,847.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,639.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,295.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,212.0,lbs,2024,27
2024-07-01,07/18/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,210.0,lbs,2024,27
2024-07-08,07/25/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,317.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,124.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1382.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.2,Million lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,501.5,Million lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,508.2,Million lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Meat Production,All,All,All,1012.6,Million lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,284.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,299.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,209.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,234.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,639.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,842.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,915.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,831.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,65.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,212.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,63.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,920.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,63.0,lbs,2024,28
2024-07-08,07/25/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,189.0,lbs,2024,28
2024-07-15,08/01/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1379.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,839.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,632.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,915.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,209.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,211.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,835.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,241.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,299.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,493.6,Million lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Meat Production,All,All,All,997.9,Million lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.2,Million lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,284.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,318.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,121.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,501.3,Million lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,913.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,64.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,62.0,lbs,2024,29
2024-07-15,08/01/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,190.0,lbs,2024,29
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,209.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Hogs,Pork,Sows,298.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Hogs,Pork,Boars,228.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,122.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Live Weight,Slaughter Hogs,Pork,Hogs,283.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Live Weight,Slaughter Calves,Calves/Veal,Calves,318.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Live Weight,Slaughter Cattle,Beef,Cattle,1384.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Cattle,Beef,Heifers,835.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Cattle,Beef,Cows,631.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Cattle,Beef,Bulls,912.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Cattle,Beef,Steers,921.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Cattle,Beef,Cattle,846.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Hogs,Pork,Hogs,211.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,62.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Meat Production,All,All,All,1027.9,Million lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.1,Million lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Meat Production,Slaughter Hogs,Pork,Hogs,514.1,Million lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Meat Production,Slaughter Cattle,Beef,Cattle,510.9,Million lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,190.0,lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,30
2024-07-22,08/08/2024 10:19:25,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,63.0,lbs,2024,30
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,64.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.2,Million lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,923.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,193.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,846.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,834.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Meat Production,All,All,All,1015.9,Million lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,62.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,500.2,Million lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,512.8,Million lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,915.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,210.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,208.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,632.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,300.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,216.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1385.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,282.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,323.0,lbs,2024,31
2024-07-29,08/15/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,121.0,lbs,2024,31
2024-08-05,08/22/2024 10:00:01,Meat Production,All,All,All,1000.6,Million lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,62.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,497.9,Million lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,839.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,849.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,61.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,631.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,909.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,925.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.1,Million lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.6,Million lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,61.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,499.9,Million lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,210.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,299.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,220.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,208.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1386.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,119.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,282.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,313.0,lbs,2024,32
2024-08-05,08/22/2024 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,186.0,lbs,2024,32
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,189.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,60.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,226.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,208.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,210.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,294.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,59.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,852.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,840.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1393.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,281.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.7,Million lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,527.1,Million lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,514.8,Million lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.1,Million lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Meat Production,All,All,All,1044.7,Million lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,897.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,60.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,625.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,931.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,318.0,lbs,2024,33
2024-08-12,08/29/2024 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,119.0,lbs,2024,33
2024-08-19,09/05/2024 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.1,Million lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Live Weight,Slaughter Hogs,Pork,Hogs,283.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,209.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1394.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Live Weight,Slaughter Calves,Calves/Veal,Calves,307.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,211.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,222.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,292.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,121.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,853.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,840.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,628.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,931.0,lbs,2024,34
2024-08-19,09/05/2024 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,916.0,lbs,2024,34
