report_date,published_date,description,commodity,type,class,volume,unit,year,indexby_year
2023-06-05,06/22/2023 10:00:03,Dressed Weight,Slaughter Cattle,Beef,Bulls,901.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,128.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Live Weight,Slaughter Cattle,Beef,Cattle,1340.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Dressed Weight,Slaughter Hogs,Pork,Hogs,213.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Meat Production,Slaughter Hogs,Pork,Hogs,501.2,Million lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,210.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Live Weight,Slaughter Calves,Calves/Veal,Calves,291.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Live Weight,Slaughter Hogs,Pork,Hogs,286.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Dressed Weight,Slaughter Hogs,Pork,Sows,302.0,lbs,2023,23
2023-06-05,06/22/2023 10:00:03,Dressed Weight,Slaughter Hogs,Pork,Boars,192.0,lbs,2023,23
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,307.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Meat Production,All,All,All,1009.5,Million lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,64.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,285.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,212.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,209.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,513.7,Million lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,171.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,290.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,67.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,809.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,624.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,126.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,906.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,64.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.2,Million lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1337.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,809.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,882.0,lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,492.7,Million lbs,2023,24
2023-06-12,06/29/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,198.0,lbs,2023,24
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,811.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,883.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,907.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,805.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,301.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,208.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,210.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,194.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,629.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.2,Million lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,525.7,Million lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,497.9,Million lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Meat Production,All,All,All,1026.8,Million lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,279.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,65.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,164.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,64.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,128.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1342.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,283.0,lbs,2023,25
2023-06-19,07/06/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,68.0,lbs,2023,25
2023-06-26,07/13/2023 10:00:02,Meat Production,All,All,All,1015.7,Million lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.1,Million lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.8,Million lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,525.3,Million lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,209.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,621.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,196.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,302.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,64.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,155.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,65.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,65.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,262.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,282.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1339.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,907.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,207.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,130.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,487.5,Million lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,809.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,807.0,lbs,2023,26
2023-06-26,07/13/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,884.0,lbs,2023,26
2023-07-03,07/20/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,265.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,124.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,409.7,Million lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.8,Million lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,1.7,Million lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Meat Production,All,All,All,849.7,Million lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,437.5,Million lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,156.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,63.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1348.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,282.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,64.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,210.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,632.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,892.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,890.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,812.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,817.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,191.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,207.0,lbs,2023,27
2023-07-03,07/20/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,297.0,lbs,2023,27
2023-07-10,07/27/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1344.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,123.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,162.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,65.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,62.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,194.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,282.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,302.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,893.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,808.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,814.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,623.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,207.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,275.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,878.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,489.5,Million lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.0,Million lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,209.0,lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,514.6,Million lbs,2023,28
2023-07-10,07/27/2023 10:00:02,Meat Production,All,All,All,1006.9,Million lbs,2023,28
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,61.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,870.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,813.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,893.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,189.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,301.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,206.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,209.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,485.4,Million lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,508.0,Million lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Meat Production,All,All,All,996.2,Million lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,1.9,Million lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1344.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,281.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,120.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,275.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,620.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,162.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,61.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,65.0,lbs,2023,29
2023-07-17,08/03/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,812.0,lbs,2023,29
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,163.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,65.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,62.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,884.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,499.4,Million lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,501.5,Million lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,1.9,Million lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Meat Production,All,All,All,1003.8,Million lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,275.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,280.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1347.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,895.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,122.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,298.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,189.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,208.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,816.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,624.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,812.0,lbs,2023,30
2023-07-24,08/10/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,206.0,lbs,2023,30
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,204.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,191.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,301.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1343.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,279.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,207.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,263.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,66.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,122.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,625.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,155.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,62.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,62.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,866.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,815.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Meat Production,All,All,All,989.7,Million lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,500.8,Million lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,486.0,Million lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,2.0,Million lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,895.0,lbs,2023,31
2023-07-31,08/17/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,811.0,lbs,2023,31
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Boars,188.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,65.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Live Weight,Slaughter Calves,Calves/Veal,Calves,277.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,163.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Meat Production,Slaughter Calves,Calves/Veal,Calves,1.0,Million lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,1.9,Million lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Sows,300.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Meat Production,Slaughter Hogs,Pork,Hogs,489.9,Million lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Meat Production,Slaughter Cattle,Beef,Cattle,493.8,Million lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Live Weight,Slaughter Hogs,Pork,Hogs,279.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,114.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Live Weight,Slaughter Cattle,Beef,Cattle,1353.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Meat Production,All,All,All,986.6,Million lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,204.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Hogs,Pork,Hogs,207.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Bulls,881.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cows,622.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Steers,901.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Cattle,821.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Cattle,Beef,Heifers,820.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,58.0,lbs,2023,32
2023-08-07,08/24/2023 10:00:02,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,58.0,lbs,2023,32
2023-08-14,08/31/2023 10:00:01,Meat Production,Slaughter Calves,Calves/Veal,Calves,0.9,Million lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Meat Production,Slaughter Sheep,Lamb/Mutton,Sheep,1.9,Million lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cows,623.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Steers,905.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Meat Production,Slaughter Cattle,Beef,Cattle,506.3,Million lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Mature Sheep,64.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Meat Production,All,All,All,1012.3,Million lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Lambs & Yearlings,58.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Calves,Calves/Veal,Calves,161.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Sheep,Lamb/Mutton,Sheep,58.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Meat Production,Slaughter Hogs,Pork,Hogs,503.3,Million lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Cattle,823.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Sows,300.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Hogs,207.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Boars,183.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Heifers,820.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Live Weight,Slaughter Sheep,Lamb/Mutton,Sheep,115.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Cattle,Beef,Bulls,877.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Dressed Weight,Slaughter Hogs,Pork,Barrows & Gilts,205.0,lbs,2023,33
2023-08-14,08/31/2023 10:00:01,Live Weight,Slaughter Cattle,Beef,Cattle,1356.0,lbs,2023,33
