date,lbs,year,indexby_year
2023-09-16,519.6,2023,37
2023-09-23,515.0,2023,38
2023-09-30,505.1,2023,39
2023-10-07,519.2,2023,40
2023-10-14,510.0,2023,41
2023-10-21,527.8,2023,42
2023-10-28,527.0,2023,43
2023-11-04,525.0,2023,44
2023-11-11,514.2,2023,45
2023-11-18,529.2,2023,46
2023-11-25,447.9,2023,47
2023-12-02,529.7,2023,48
2023-12-09,532.5,2023,49
2023-12-16,546.6,2023,50
2023-12-23,524.3,2023,51
2023-12-30,429.4,2023,52
2024-01-06,466.1,2024,1
2024-01-13,462.7,2024,2
2024-01-20,523.8,2024,3
2024-01-27,522.5,2024,4
2024-02-02,536.8,2024,5
2024-02-10,519.9,2024,6
2024-02-16,506.9,2024,7
2024-02-24,491.8,2024,8
2024-03-02,496.9,2024,9
2024-03-09,484.1,2024,10
2024-03-16,501.4,2024,11
2024-03-23,500.4,2024,12
2024-03-30,493.0,2024,13
2024-04-06,517.1,2024,14
2024-04-13,509.8,2024,15
2024-04-20,524.3,2024,16
2024-04-26,518.6,2024,17
2024-05-03,526.5,2024,18
2024-05-10,526.6,2024,19
2024-05-17,507.1,2024,20
2024-05-24,515.6,2024,21
2024-05-31,459.3,2024,22
2024-06-08,522.0,2024,23
2024-06-15,522.4,2024,24
2024-06-22,525.8,2024,25
2024-06-29,515.7,2024,26
2024-07-06,435.8,2024,27
2024-07-13,506.0,2024,28
2024-07-20,491.7,2024,29
2024-07-27,504.9,2024,30
2024-08-03,498.7,2024,31
2024-08-10,503.3,2024,32
2024-08-17,506.9,2024,33
2024-08-24,513.9,2024,34
2024-08-31,517.8,2024,35
2024-09-07,460.6,2024,36
2024-09-14,527.4,2024,37
2024-09-21,520.3,2024,38
2024-09-28,524.1,2024,39
2024-10-05,525.4,2024,40
2024-10-12,504.1,2024,41
2024-10-19,523.5,2024,42
2024-10-26,537.2,2024,43
2024-11-02,532.1,2024,44
2024-11-09,536.4,2024,45
2024-11-16,525.6,2024,46
2024-11-23,547.3,2024,47
2024-11-30,464.2,2024,48
2024-12-07,531.5,2024,49
2024-12-14,527.2,2024,50
2024-12-21,534.7,2024,51
2024-12-28,376.2,2024,52
2025-01-04,439.1,2025,1
2025-01-11,512.1,2025,2
2025-01-18,527.0,2025,3
2025-01-25,525.3,2025,4
2025-02-01,526.4,2025,5
2025-02-08,510.6,2025,6
2025-02-15,489.2,2025,7
2025-02-22,496.3,2025,8
2025-03-01,494.4,2025,9
2025-03-08,504.9,2025,10
2025-03-15,509.3,2025,11
2025-03-22,486.7,2025,12
2025-03-29,528.6,2025,13
2025-04-05,513.2,2025,14
2025-04-12,491.2,2025,15
2025-04-19,502.8,2025,16
2025-04-26,485.6,2025,17
2025-05-03,489.5,2025,18
2025-05-10,489.3,2025,19
2025-05-17,494.3,2025,20
2025-05-24,496.9,2025,21
2025-05-31,414.8,2025,22
2025-06-07,506.8,2025,23
2025-06-14,480.1,2025,24
2025-06-21,485.3,2025,25
2025-06-28,483.6,2025,26
2025-07-05,409.2,2025,27
2025-07-12,490.6,2025,28
2025-07-19,486.8,2025,29
2025-07-26,474.2,2025,30
2025-08-02,462.0,2025,31
2025-08-09,462.7,2025,32
2025-08-16,457.6,2025,33
2025-08-23,476.1,2025,34
2025-08-30,488.4,2025,35
2025-09-06,421.7,2025,36
2025-09-13,502.2,2025,37
2025-09-20,481.7,2025,38
2025-09-27,491.6,2025,39
2025-10-04,500.9,2025,40
2025-10-11,488.7,2025,41
2025-10-18,502.0,2025,42
2025-10-25,508.4,2025,43
2025-11-01,496.0,2025,44
2025-11-08,505.0,2025,45
2025-11-15,512.8,2025,46
2025-11-22,526.9,2025,47
2025-11-29,442.9,2025,48
2025-12-06,534.6,2025,49
