report_date,published_date,group,category,description,commodity,class,volume,unit,year,indexby_year
2023-08-28,09/14/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58051.0,Head,2023,35
2023-09-04,09/21/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,51407.0,Head,2023,36
2023-09-11,09/28/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64107.0,Head,2023,37
2023-09-18,10/05/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66308.0,Head,2023,38
2023-09-25,10/12/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,68844.0,Head,2023,39
2023-10-02,10/19/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,65783.0,Head,2023,40
2023-10-09,10/26/2023 10:00:04,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62522.0,Head,2023,41
2023-10-16,11/02/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61322.0,Head,2023,42
2023-10-23,11/09/2023 10:00:04,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62520.0,Head,2023,43
2023-10-30,11/16/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60146.0,Head,2023,44
2023-11-06,11/24/2023 10:00:04,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62706.0,Head,2023,45
2023-11-13,11/30/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,65307.0,Head,2023,46
2023-11-20,12/07/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,40969.0,Head,2023,47
2023-11-27,12/14/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,68368.0,Head,2023,48
2023-12-04,12/21/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61700.0,Head,2023,49
2023-12-11,12/28/2023 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,67231.0,Head,2023,50
2023-12-18,01/04/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61444.0,Head,2023,51
2023-12-25,01/11/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,48035.0,Head,2023,52
2024-01-01,01/18/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,50778.0,Head,2024,1
2024-01-08,01/25/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66523.0,Head,2024,2
2024-01-15,02/01/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57435.0,Head,2024,3
2024-01-22,02/08/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,70622.0,Head,2024,4
2024-01-29,02/15/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,67661.0,Head,2024,5
2024-02-05,02/22/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,67271.0,Head,2024,6
2024-02-12,02/29/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63960.0,Head,2024,7
2024-02-19,03/07/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64147.0,Head,2024,8
2024-02-26,03/14/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66388.0,Head,2024,9
2024-03-04,03/21/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62902.0,Head,2024,10
2024-03-11,03/28/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62877.0,Head,2024,11
2024-03-18,04/04/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62266.0,Head,2024,12
2024-03-25,04/11/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57513.0,Head,2024,13
2024-04-01,04/18/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61305.0,Head,2024,14
2024-04-08,04/25/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63888.0,Head,2024,15
2024-04-15,05/02/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63965.0,Head,2024,16
2024-04-22,05/09/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60296.0,Head,2024,17
2024-04-29,05/16/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60089.0,Head,2024,18
2024-05-06,05/23/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,65644.0,Head,2024,19
2024-05-13,05/30/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66340.0,Head,2024,20
2024-05-20,06/06/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61706.0,Head,2024,21
2024-05-27,06/13/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,53631.0,Head,2024,22
2024-06-03,06/20/2024 10:19:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63603.0,Head,2024,23
2024-06-10,06/27/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63889.0,Head,2024,24
2024-06-17,07/05/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63858.0,Head,2024,25
2024-06-24,07/11/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63314.0,Head,2024,26
2024-07-01,07/18/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,41653.0,Head,2024,27
2024-07-08,07/25/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62565.0,Head,2024,28
2024-07-15,08/01/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59420.0,Head,2024,29
2024-07-22,08/08/2024 10:19:25,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59508.0,Head,2024,30
2024-07-29,08/15/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59235.0,Head,2024,31
2024-08-05,08/22/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57741.0,Head,2024,32
2024-08-12,08/29/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,54819.0,Head,2024,33
2024-08-19,09/05/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58163.0,Head,2024,34
2024-08-26,09/12/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,55841.0,Head,2024,35
2024-09-02,09/19/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,52206.0,Head,2024,36
2024-09-09,09/26/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61017.0,Head,2024,37
2024-09-16,10/03/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59010.0,Head,2024,38
2024-09-23,10/10/2024 11:58:11,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58740.0,Head,2024,39
2024-09-30,10/17/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60032.0,Head,2024,40
2024-10-07,10/24/2024 11:57:10,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57022.0,Head,2024,41
2024-10-14,10/31/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60478.0,Head,2024,42
2024-10-21,11/07/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59399.0,Head,2024,43
2024-10-28,11/14/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62673.0,Head,2024,44
2024-11-04,11/21/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62782.0,Head,2024,45
2024-11-11,11/29/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59002.0,Head,2024,46
2024-11-18,12/05/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64658.0,Head,2024,47
2024-11-25,12/12/2024 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,40375.0,Head,2024,48
2024-12-02,12/19/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,67587.0,Head,2024,49
2024-12-09,12/26/2024 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,67941.0,Head,2024,50
2024-12-16,01/02/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62231.0,Head,2024,51
2024-12-23,01/10/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,32514.0,Head,2024,52
2024-12-30,01/16/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,46204.0,Head,2024,53
2025-01-06,01/23/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59857.0,Head,2025,2
2025-01-13,01/30/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66886.0,Head,2025,3
2025-01-20,02/06/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60089.0,Head,2025,4
2025-01-27,02/13/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58602.0,Head,2025,5
2025-02-03,02/20/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61144.0,Head,2025,6
2025-02-10,02/27/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57969.0,Head,2025,7
2025-02-17,03/06/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62010.0,Head,2025,8
2025-02-24,03/13/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60295.0,Head,2025,9
2025-03-03,03/20/2025 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62173.0,Head,2025,10
2025-03-10,03/27/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60070.0,Head,2025,11
2025-03-17,04/03/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60865.0,Head,2025,12
2025-03-24,04/10/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58694.0,Head,2025,13
2025-03-31,04/17/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,61496.0,Head,2025,14
2025-04-07,04/24/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59196.0,Head,2025,15
2025-04-14,05/01/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,55563.0,Head,2025,16
2025-04-21,05/08/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59670.0,Head,2025,17
2025-04-28,05/15/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60849.0,Head,2025,18
2025-05-05,05/22/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,56925.0,Head,2025,19
2025-05-12,05/29/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59121.0,Head,2025,20
2025-05-19,06/05/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,56510.0,Head,2025,21
2025-05-26,06/12/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,53639.0,Head,2025,22
2025-06-02,06/20/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62071.0,Head,2025,23
2025-06-09,06/26/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63035.0,Head,2025,24
2025-06-16,07/03/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,55998.0,Head,2025,25
2025-06-23,07/10/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,56361.0,Head,2025,26
2025-06-30,07/17/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,43898.0,Head,2025,27
2025-07-07,07/24/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57949.0,Head,2025,28
2025-07-14,07/31/2025 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,56515.0,Head,2025,29
2025-07-21,08/07/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57059.0,Head,2025,30
2025-07-28,08/14/2025 10:00:04,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,54849.0,Head,2025,31
2025-08-04,08/21/2025 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,54751.0,Head,2025,32
2025-08-11,08/28/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,53189.0,Head,2025,33
2025-08-18,09/04/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,53279.0,Head,2025,34
2025-08-25,09/11/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,52808.0,Head,2025,35
2025-09-01,09/18/2025 10:00:04,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,44421.0,Head,2025,36
2025-09-08,09/25/2025 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58895.0,Head,2025,37
2025-09-15,11/18/2025 12:17:23,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57090.0,Head,2025,38
2025-09-22,11/18/2025 12:19:13,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57662.0,Head,2025,39
2025-09-29,11/18/2025 12:20:26,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59319.0,Head,2025,40
2025-10-06,11/18/2025 12:22:12,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,56817.0,Head,2025,41
2025-10-13,11/18/2025 12:23:38,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58101.0,Head,2025,42
2025-10-20,11/18/2025 12:24:29,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,54826.0,Head,2025,43
2025-10-27,11/18/2025 12:25:24,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57016.0,Head,2025,44
2025-11-03,11/20/2025 08:29:32,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58142.0,Head,2025,45
2025-11-10,11/28/2025 08:14:27,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,52282.0,Head,2025,46
2025-11-17,12/04/2025 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63443.0,Head,2025,47
