report_date,published_date,group,category,description,commodity,class,volume,unit,year,indexby_year
2014-01-04,,,,,,,42997.0,,2014,1
2014-01-11,,,,,,,50374.0,,2014,2
2014-01-18,,,,,,,56195.0,,2014,3
2014-01-25,,,,,,,56402.0,,2014,4
2014-02-01,,,,,,,53913.0,,2014,5
2014-02-08,,,,,,,50770.0,,2014,6
2014-02-15,,,,,,,55580.0,,2014,7
2014-02-22,,,,,,,56640.0,,2014,8
2014-03-01,,,,,,,53600.0,,2014,9
2014-03-08,,,,,,,54928.0,,2014,10
2014-03-15,,,,,,,57410.0,,2014,11
2014-03-22,,,,,,,50505.0,,2014,12
2014-03-29,,,,,,,55840.0,,2014,13
2014-04-05,,,,,,,54166.0,,2014,14
2014-04-12,,,,,,,54560.0,,2014,15
2014-04-19,,,,,,,52710.0,,2014,16
2014-04-26,,,,,,,53592.0,,2014,17
2014-05-03,,,,,,,53240.0,,2014,18
2014-05-10,,,,,,,52536.0,,2014,19
2014-05-17,,,,,,,52758.0,,2014,20
2014-05-24,,,,,,,50806.0,,2014,21
2014-05-31,,,,,,,45706.0,,2014,22
2014-06-07,,,,,,,52809.0,,2014,23
2014-06-14,,,,,,,53899.0,,2014,24
2014-06-21,,,,,,,51640.0,,2014,25
2014-06-28,,,,,,,50278.0,,2014,26
2014-07-05,,,,,,,42926.0,,2014,27
2014-07-12,,,,,,,51637.0,,2014,28
2014-07-19,,,,,,,53085.0,,2014,29
2014-07-26,,,,,,,50454.0,,2014,30
2014-08-02,,,,,,,51487.0,,2014,31
2014-08-09,,,,,,,52420.0,,2014,32
2014-08-16,,,,,,,50857.0,,2014,33
2014-08-23,,,,,,,52492.0,,2014,34
2014-08-30,,,,,,,52790.0,,2014,35
2014-09-06,,,,,,,46271.0,,2014,36
2014-09-13,,,,,,,56039.0,,2014,37
2014-09-20,,,,,,,55164.0,,2014,38
2014-09-27,,,,,,,56447.0,,2014,39
2014-10-04,,,,,,,57399.0,,2014,40
2014-10-11,,,,,,,56252.0,,2014,41
2014-10-18,,,,,,,54829.0,,2014,42
2014-10-25,,,,,,,54826.0,,2014,43
2014-11-01,,,,,,,58922.0,,2014,44
2014-11-08,,,,,,,57641.0,,2014,45
2014-11-15,,,,,,,57455.0,,2014,46
2014-11-22,,,,,,,60802.0,,2014,47
2014-11-29,,,,,,,42646.0,,2014,48
2014-12-06,,,,,,,62529.0,,2014,49
2014-12-13,,,,,,,63827.0,,2014,50
2014-12-20,,,,,,,62782.0,,2014,51
2014-12-27,,,,,,,36466.0,,2014,52
2015-01-03,,,,,,,40549.0,,2015,1
2015-01-10,,,,,,,56689.0,,2015,2
2015-01-17,,,,,,,58211.0,,2015,3
2015-01-24,,,,,,,57310.0,,2015,4
2015-01-31,,,,,,,54740.0,,2015,5
2015-02-07,,,,,,,56017.0,,2015,6
2015-02-14,,,,,,,54798.0,,2015,7
2015-02-21,,,,,,,54146.0,,2015,8
2015-02-28,,,,,,,56831.0,,2015,9
2015-03-07,,,,,,,53549.0,,2015,10
2015-03-14,,,,,,,58522.0,,2015,11
2015-03-21,,,,,,,56410.0,,2015,12
2015-03-28,,,,,,,56050.0,,2015,13
2015-04-04,,,,,,,53168.0,,2015,14
2015-04-11,,,,,,,54097.0,,2015,15
2015-04-18,,,,,,,53442.0,,2015,16
2015-04-25,,,,,,,46767.0,,2015,17
2015-05-02,,,,,,,58367.0,,2015,18
2015-05-09,,,,,,,57346.0,,2015,19
2015-05-16,,,,,,,59546.0,,2015,20
2015-05-23,,,,,,,55604.0,,2015,21
2015-05-30,,,,,,,48841.0,,2015,22
2015-06-06,,,,,,,58928.0,,2015,23
2015-06-13,,,,,,,56543.0,,2015,24
2015-06-20,,,,,,,57260.0,,2015,25
2015-06-27,,,,,,,57195.0,,2015,26
2015-07-04,,,,,,,47245.0,,2015,27
2015-07-11,,,,,,,55440.0,,2015,28
2015-07-18,,,,,,,55610.0,,2015,29
2015-07-25,,,,,,,54397.0,,2015,30
2015-08-01,,,,,,,54878.0,,2015,31
2015-08-08,,,,,,,54497.0,,2015,32
2015-08-15,,,,,,,53839.0,,2015,33
2015-08-22,,,,,,,54862.0,,2015,34
2015-08-29,,,,,,,55191.0,,2015,35
2015-09-05,,,,,,,52609.0,,2015,36
2015-09-12,,,,,,,48855.0,,2015,37
2015-09-19,,,,,,,59477.0,,2015,38
2015-09-26,,,,,,,59650.0,,2015,39
2015-10-03,,,,,,,54836.0,,2015,40
2015-10-10,,,,,,,56138.0,,2015,41
2015-10-17,,,,,,,54909.0,,2015,42
2015-10-24,,,,,,,54346.0,,2015,43
2015-10-31,,,,,,,57497.0,,2015,44
2015-11-07,,,,,,,52911.0,,2015,45
2015-11-14,,,,,,,58877.0,,2015,46
2015-11-21,,,,,,,59113.0,,2015,47
2015-11-28,,,,,,,37240.0,,2015,48
2015-12-05,,,,,,,57538.0,,2015,49
2015-12-12,,,,,,,60561.0,,2015,50
2015-12-19,,,,,,,63120.0,,2015,51
2015-12-26,,,,,,,39240.0,,2015,52
2016-01-02,,,,,,,40309.0,,2016,1
2016-01-09,,,,,,,58464.0,,2016,2
2016-01-16,,,,,,,59279.0,,2016,3
2016-01-23,,,,,,,53269.0,,2016,4
2016-01-30,,,,,,,60201.0,,2016,5
2016-02-06,,,,,,,55466.0,,2016,6
2016-02-13,,,,,,,55562.0,,2016,7
2016-02-20,,,,,,,54990.0,,2016,8
2016-02-27,,,,,,,58871.0,,2016,9
2016-03-05,,,,,,,59353.0,,2016,10
2016-03-12,,,,,,,56598.0,,2016,11
2016-03-19,,,,,,,56234.0,,2016,12
2016-03-26,,,,,,,52036.0,,2016,13
2016-04-02,,,,,,,55368.0,,2016,14
2016-04-09,,,,,,,54874.0,,2016,15
2016-04-16,,,,,,,56288.0,,2016,16
2016-04-23,,,,,,,55543.0,,2016,17
2016-04-30,,,,,,,56575.0,,2016,18
2016-05-07,,,,,,,56964.0,,2016,19
2016-05-14,,,,,,,52224.0,,2016,20
2016-05-21,,,,,,,52177.0,,2016,21
2016-05-28,,,,,,,48130.0,,2016,22
2016-06-04,,,,,,,55310.0,,2016,23
2016-06-11,,,,,,,54158.0,,2016,24
2016-06-18,,,,,,,49361.0,,2016,25
2016-06-25,,,,,,,47214.0,,2016,26
2016-07-02,,,,,,,54304.0,,2016,27
2016-07-09,,,,,,,55880.0,,2016,28
2016-07-16,,,,,,,55317.0,,2016,29
2016-07-23,,,,,,,54780.0,,2016,30
2016-07-30,,,,,,,52932.0,,2016,31
2016-08-06,,,,,,,55621.0,,2016,32
2016-08-13,,,,,,,56167.0,,2016,33
2016-08-20,,,,,,,57091.0,,2016,34
2016-08-27,,,,,,,47887.0,,2016,35
2016-09-03,,,,,,,60354.0,,2016,36
2016-09-10,,,,,,,58676.0,,2016,37
2016-09-17,,,,,,,58341.0,,2016,38
2016-09-24,,,,,,,54848.0,,2016,39
2016-10-01,,,,,,,53460.0,,2016,40
2016-10-08,,,,,,,51546.0,,2016,41
2016-10-15,,,,,,,57861.0,,2016,42
2016-10-22,,,,,,,58641.0,,2016,43
2016-10-29,,,,,,,60903.0,,2016,44
2016-11-05,,,,,,,58018.0,,2016,45
2016-11-12,,,,,,,61424.0,,2016,46
2016-11-19,,,,,,,60987.0,,2016,47
2016-11-26,,,,,,,41517.0,,2016,48
2016-12-03,,,,,,,63464.0,,2016,49
2016-12-10,,,,,,,59812.0,,2016,50
2016-12-17,,,,,,,59453.0,,2016,51
2016-12-24,,,,,,,56227.0,,2016,52
2016-12-31,,,,,,,40117.0,,2016,53
2017-01-07,,,,,,,48629.0,,2017,1
2017-01-14,,,,,,,58573.0,,2017,2
2017-01-21,,,,,,,55825.0,,2017,3
2017-01-28,,,,,,,58139.0,,2017,4
2017-02-04,,,,,,,59834.0,,2017,5
2017-02-11,,,,,,,58628.0,,2017,6
2017-02-18,,,,,,,57628.0,,2017,7
2017-02-25,,,,,,,57478.0,,2017,8
2017-03-04,,,,,,,58604.0,,2017,9
2017-03-11,,,,,,,58340.0,,2017,10
2017-03-18,,,,,,,58480.0,,2017,11
2017-03-25,,,,,,,59110.0,,2017,12
2017-04-01,,,,,,,59925.0,,2017,13
2017-04-08,,,,,,,59543.0,,2017,14
2017-04-15,,,,,,,55773.0,,2017,15
2017-04-22,,,,,,,58988.0,,2017,16
2017-04-29,,,,,,,58257.0,,2017,17
2017-05-06,,,,,,,57627.0,,2017,18
2017-05-13,,,,,,,58402.0,,2017,19
2017-05-20,,,,,,,57369.0,,2017,20
2017-05-27,,,,,,,58160.0,,2017,21
2017-06-03,,,,,,,45094.0,,2017,22
2017-06-10,,,,,,,61044.0,,2017,23
2017-06-17,,,,,,,58332.0,,2017,24
2017-06-24,,,,,,,58048.0,,2017,25
2017-07-01,,,,,,,57791.0,,2017,26
2017-07-08,,,,,,,43444.0,,2017,27
2017-07-15,,,,,,,56227.0,,2017,28
2017-07-22,,,,,,,54339.0,,2017,29
2017-07-29,,,,,,,54405.0,,2017,30
2017-08-05,,,,,,,56704.0,,2017,31
2017-08-12,,,,,,,55986.0,,2017,32
2017-08-19,,,,,,,55270.0,,2017,33
2017-08-26,,,,,,,53299.0,,2017,34
2017-09-02,,,,,,,56075.0,,2017,35
2017-09-09,,,,,,,48371.0,,2017,36
2017-09-16,,,,,,,56264.0,,2017,37
2017-09-23,,,,,,,59391.0,,2017,38
2017-09-30,,,,,,,57790.0,,2017,39
2017-10-07,,,,,,,58816.0,,2017,40
2017-10-14,,,,,,,56813.0,,2017,41
2017-10-21,,,,,,,61581.0,,2017,42
2017-10-28,,,,,,,59879.0,,2017,43
2017-11-04,,,,,,,56343.0,,2017,44
2017-11-11,,,,,,,61848.0,,2017,45
2017-11-18,,,,,,,63257.0,,2017,46
2017-11-25,,,,,,,40552.0,,2017,47
2017-12-02,,,,,,,64463.0,,2017,48
2017-12-09,,,,,,,63487.0,,2017,49
2017-12-16,,,,,,,64905.0,,2017,50
2017-12-23,,,,,,,60157.0,,2017,51
2017-12-30,,,,,,,38550.0,,2017,52
2018-01-06,,,,,,,46881.0,,2018,1
2018-01-13,,,,,,,60241.0,,2018,2
2018-01-20,,,,,,,61161.0,,2018,3
2018-01-27,,,,,,,58307.0,,2018,4
2018-02-03,,,,,,,61490.0,,2018,5
2018-02-10,,,,,,,59863.0,,2018,6
2018-02-17,,,,,,,59320.0,,2018,7
2018-02-24,,,,,,,57425.0,,2018,8
2018-03-03,,,,,,,57970.0,,2018,9
2018-03-10,,,,,,,58258.0,,2018,10
2018-03-17,,,,,,,60409.0,,2018,11
2018-03-24,,,,,,,60398.0,,2018,12
2018-03-31,,,,,,,55106.0,,2018,13
2018-04-07,,,,,,,60445.0,,2018,14
2018-04-14,,,,,,,59259.0,,2018,15
2018-04-21,,,,,,,57566.0,,2018,16
2018-04-28,,,,,,,56832.0,,2018,17
2018-05-05,,,,,,,57093.0,,2018,18
2018-05-12,,,,,,,58266.0,,2018,19
2018-05-19,,,,,,,59307.0,,2018,20
2018-05-26,,,,,,,57411.0,,2018,21
2018-06-02,,,,,,,50683.0,,2018,22
2018-06-09,,,,,,,55761.0,,2018,23
2018-06-16,,,,,,,60611.0,,2018,24
2018-06-23,,,,,,,58015.0,,2018,25
2018-06-30,,,,,,,59247.0,,2018,26
2018-07-07,,,,,,,43602.0,,2018,27
2018-07-14,,,,,,,58405.0,,2018,28
2018-07-21,,,,,,,57406.0,,2018,29
2018-07-28,,,,,,,59369.0,,2018,30
2018-08-04,,,,,,,56319.0,,2018,31
2018-08-11,,,,,,,56886.0,,2018,32
2018-08-18,,,,,,,58434.0,,2018,33
2018-08-25,,,,,,,58660.0,,2018,34
2018-09-01,,,,,,,60193.0,,2018,35
2018-09-08,,,,,,,51318.0,,2018,36
2018-09-15,,,,,,,58207.0,,2018,37
2018-09-22,,,,,,,56181.0,,2018,38
2018-09-29,,,,,,,60102.0,,2018,39
2018-10-06,,,,,,,60897.0,,2018,40
2018-10-13,,,,,,,60218.0,,2018,41
2018-10-20,,,,,,,60103.0,,2018,42
2018-10-27,,,,,,,62180.0,,2018,43
2018-11-03,,,,,,,61939.0,,2018,44
2018-11-10,,,,,,,59187.0,,2018,45
2018-11-17,,,,,,,64966.0,,2018,46
2018-11-24,,,,,,,41481.0,,2018,47
2018-12-01,,,,,,,64055.0,,2018,48
2018-12-08,,,,,,,62376.0,,2018,49
2018-12-15,,,,,,,64722.0,,2018,50
2018-12-22,,,,,,,66196.0,,2018,51
2018-12-29,,,,,,,41445.0,,2018,52
2019-01-05,,,,,,,42789.0,,2019,1
2019-01-12,,,,,,,61605.0,,2019,2
2019-01-19,,,,,,,61611.0,,2019,3
2019-01-26,,,,,,,60997.0,,2019,4
2019-02-02,,,,,,,52830.0,,2019,5
2019-02-09,,,,,,,57632.0,,2019,6
2019-02-16,,,,,,,57176.0,,2019,7
2019-02-23,,,,,,,58637.0,,2019,8
2019-03-02,,,,,,,58218.0,,2019,9
2019-03-09,,,,,,,57259.0,,2019,10
2019-03-16,,,,,,,59987.0,,2019,11
2019-03-23,,,,,,,59542.0,,2019,12
2019-03-30,,,,,,,60971.0,,2019,13
2019-04-06,,,,,,,60320.0,,2019,14
2019-04-13,,,,,,,60044.0,,2019,15
2019-04-20,,,,,,,54196.0,,2019,16
2019-04-27,,,,,,,59904.0,,2019,17
2019-05-04,,,,,,,55454.0,,2019,18
2019-05-11,,,,,,,58806.0,,2019,19
2019-05-18,,,,,,,57687.0,,2019,20
2019-05-25,,,,,,,52895.0,,2019,21
2019-06-01,,,,,,,49341.0,,2019,22
2019-06-08,,,,,,,59305.0,,2019,23
2019-06-15,,,,,,,59901.0,,2019,24
2019-06-22,,,,,,,59373.0,,2019,25
2019-06-29,,,,,,,63017.0,,2019,26
2019-07-06,,,,,,,41879.0,,2019,27
2019-07-13,,,,,,,59899.0,,2019,28
2019-07-20,,,,,,,59167.0,,2019,29
2019-07-27,,,,,,,58370.0,,2019,30
2019-08-03,,,,,,,55833.0,,2019,31
2019-08-10,,,,,,,56232.0,,2019,32
2019-08-17,,,,,,,55762.0,,2019,33
2019-08-24,,,,,,,55417.0,,2019,34
2019-08-31,,,,,,,55611.0,,2019,35
2019-09-07,,,,,,,49614.0,,2019,36
2019-09-14,,,,,,,61809.0,,2019,37
2019-09-21,,,,,,,61310.0,,2019,38
2019-09-28,,,,,,,55969.0,,2019,39
2019-10-05,,,,,,,56608.0,,2019,40
2019-10-12,,,,,,,62405.0,,2019,41
2019-10-19,,,,,,,59058.0,,2019,42
2019-10-26,,,,,,,60646.0,,2019,43
2019-11-02,,,,,,,59677.0,,2019,44
2019-11-09,,,,,,,62804.0,,2019,45
2019-11-16,,,,,,,62797.0,,2019,46
2019-11-23,,,,,,,65184.0,,2019,47
2019-11-30,,,,,,,41518.0,,2019,48
2019-12-07,,,,,,,67204.0,,2019,49
2019-12-14,,,,,,,65459.0,,2019,50
2019-12-21,,,,,,,65772.0,,2019,51
2019-12-28,,,,,,,37584.0,,2019,52
2020-01-04,,,,,,,46909.0,,2020,1
2020-01-11,,,,,,,66051.0,,2020,2
2020-01-18,,,,,,,65949.0,,2020,3
2020-01-25,,,,,,,61805.0,,2020,4
2020-02-01,,,,,,,62323.0,,2020,5
2020-02-08,,,,,,,63771.0,,2020,6
2020-02-15,,,,,,,61260.0,,2020,7
2020-02-22,,,,,,,58766.0,,2020,8
2020-02-29,,,,,,,63890.0,,2020,9
2020-03-07,,,,,,,62760.0,,2020,10
2020-03-14,,,,,,,61747.0,,2020,11
2020-03-21,,,,,,,66541.0,,2020,12
2020-03-28,,,,,,,67201.0,,2020,13
2020-04-04,,,,,,,67408.0,,2020,14
2020-04-11,,,,,,,61473.0,,2020,15
2020-04-18,,,,,,,67945.0,,2020,16
2020-04-25,,,,,,,68409.0,,2020,17
2020-05-02,,,,,,,65846.0,,2020,18
2020-05-09,,,,,,,70296.0,,2020,19
2020-05-16,,,,,,,69753.0,,2020,20
2020-05-23,,,,,,,67544.0,,2020,21
2020-05-30,,,,,,,55735.0,,2020,22
2020-06-06,,,,,,,69290.0,,2020,23
2020-06-13,,,,,,,67292.0,,2020,24
2020-06-20,,,,,,,64255.0,,2020,25
2020-06-27,,,,,,,67801.0,,2020,26
2020-07-04,,,,,,,50622.0,,2020,27
2020-07-11,,,,,,,66966.0,,2020,28
2020-07-18,,,,,,,65502.0,,2020,29
2020-07-25,,,,,,,59840.0,,2020,30
2020-08-01,,,,,,,63417.0,,2020,31
2020-08-08,,,,,,,65872.0,,2020,32
2020-08-15,,,,,,,63079.0,,2020,33
2020-08-22,,,,,,,66952.0,,2020,34
2020-08-29,,,,,,,65084.0,,2020,35
2020-09-05,,,,,,,61242.0,,2020,36
2020-09-12,,,,,,,56807.0,,2020,37
2020-09-19,,,,,,,66145.0,,2020,38
2020-09-26,,,,,,,65277.0,,2020,39
2020-10-03,,,,,,,65892.0,,2020,40
2020-10-10,,,,,,,61771.0,,2020,41
2020-10-17,,,,,,,58923.0,,2020,42
2020-10-24,,,,,,,63046.0,,2020,43
2020-10-31,,,,,,,67166.0,,2020,44
2020-11-07,,,,,,,66842.0,,2020,45
2020-11-14,,,,,,,66102.0,,2020,46
2020-11-21,,,,,,,62800.0,,2020,47
2020-11-28,,,,,,,42739.0,,2020,48
2020-12-05,,,,,,,69026.0,,2020,49
2020-12-12,,,,,,,69501.0,,2020,50
2020-12-19,,,,,,,69699.0,,2020,51
2020-12-26,,,,,,,43376.0,,2020,52
2021-01-02,,,,,,,44658.0,,2021,1
2021-01-09,,,,,,,70686.0,,2021,2
2021-01-16,,,,,,,67774.0,,2021,3
2021-01-23,,,,,,,65433.0,,2021,4
2021-01-30,,,,,,,66844.0,,2021,5
2021-02-06,,,,,,,64307.0,,2021,6
2021-02-13,,,,,,,58065.0,,2021,7
2021-02-20,,,,,,,52636.0,,2021,8
2021-02-27,,,,,,,66237.0,,2021,9
2021-03-06,,,,,,,67457.0,,2021,10
2021-03-13,,,,,,,70787.0,,2021,11
2021-03-20,,,,,,,67137.0,,2021,12
2021-03-27,,,,,,,65127.0,,2021,13
2021-04-03,,,,,,,58035.0,,2021,14
2021-04-10,,,,,,,65824.0,,2021,15
2021-04-17,,,,,,,61514.0,,2021,16
2021-04-24,,,,,,,63557.0,,2021,17
2021-05-01,,,,,,,59536.0,,2021,18
2021-05-08,,,,,,,58663.0,,2021,19
2021-05-15,,,,,,,61489.0,,2021,20
2021-05-22,,,,,,,60066.0,,2021,21
2021-05-29,,,,,,,62217.0,,2021,22
2021-06-05,,,,,,,49921.0,,2021,23
2021-06-12,,,,,,,62227.0,,2021,24
2021-06-19,,,,,,,62702.0,,2021,25
2021-06-26,,,,,,,59654.0,,2021,26
2021-07-03,,,,,,,56186.0,,2021,27
2021-07-10,,,,,,,47997.0,,2021,28
2021-07-17,,,,,,,60863.0,,2021,29
2021-07-24,,,,,,,58582.0,,2021,30
2021-07-31,,,,,,,57126.0,,2021,31
2021-08-07,,,,,,,59087.0,,2021,32
2021-08-14,,,,,,,58168.0,,2021,33
2021-08-21,,,,,,,57772.0,,2021,34
2021-08-28,,,,,,,59778.0,,2021,35
2021-09-04,,,,,,,57782.0,,2021,36
2021-09-11,,,,,,,50764.0,,2021,37
2021-09-18,,,,,,,58419.0,,2021,38
2021-09-25,,,,,,,58713.0,,2021,39
2021-10-02,,,,,,,60568.0,,2021,40
2021-10-09,,,,,,,59767.0,,2021,41
2021-10-16,,,,,,,56876.0,,2021,42
2021-10-23,,,,,,,60434.0,,2021,43
2021-10-30,,,,,,,57931.0,,2021,44
2021-11-06,,,,,,,60618.0,,2021,45
2021-11-13,,,,,,,60866.0,,2021,46
2021-11-20,,,,,,,62195.0,,2021,47
2021-11-27,,,,,,,41115.0,,2021,48
2021-12-04,,,,,,,62772.0,,2021,49
2021-12-11,,,,,,,62652.0,,2021,50
2021-12-18,,,,,,,65236.0,,2021,51
2021-12-25,,,,,,,47978.0,,2021,52
2022-01-01,,,,,,,44985.0,,2022,1
2022-01-08,,,,,,,57536.0,,2022,2
2022-01-15,,,,,,,63197.0,,2022,3
2022-01-22,,,,,,,58510.0,,2022,4
2022-01-29,,,,,,,61194.0,,2022,5
2022-02-05,,,,,,,56690.0,,2022,6
2022-02-12,,,,,,,61018.0,,2022,7
2022-02-19,,,,,,,61584.0,,2022,8
2022-02-26,,,,,,,59187.0,,2022,9
2022-03-05,,,,,,,63987.0,,2022,10
2022-03-12,,,,,,,61929.0,,2022,11
2022-03-19,,,,,,,61222.0,,2022,12
2022-03-26,,,,,,,58134.0,,2022,13
2022-04-02,,,,,,,62492.0,,2022,14
2022-04-09,,,,,,,59432.0,,2022,15
2022-04-16,,,,,,,56014.0,,2022,16
2022-04-23,,,,,,,56964.0,,2022,17
2022-04-30,,,,,,,57412.0,,2022,18
2022-05-07,,,,,,,56952.0,,2022,19
2022-05-14,,,,,,,56394.0,,2022,20
2022-05-21,,,,,,,62565.0,,2022,21
2022-05-28,,,,,,,57325.0,,2022,22
2022-06-04,,,,,,,49140.0,,2022,23
2022-06-11,,,,,,,60277.0,,2022,24
2022-06-18,,,,,,,61390.0,,2022,25
2022-06-25,,,,,,,61323.0,,2022,26
2022-07-02,,,,,,,60298.0,,2022,27
2022-07-09,,,,,,,51736.0,,2022,28
2022-07-16,,,,,,,60241.0,,2022,29
2022-07-23,,,,,,,55529.0,,2022,30
2022-07-30,,,,,,,58749.0,,2022,31
2022-08-06,,,,,,,58356.0,,2022,32
2022-08-13,,,,,,,58607.0,,2022,33
2022-08-20,,,,,,,59409.0,,2022,34
2022-08-27,,,,,,,59934.0,,2022,35
2022-09-03,,,,,,,62239.0,,2022,36
2022-09-10,,,,,,,52352.0,,2022,37
2022-09-17,,,,,,,65727.0,,2022,38
2022-09-24,,,,,,,58527.0,,2022,39
2022-10-01,,,,,,,57968.0,,2022,40
2022-10-08,,,,,,,66316.0,,2022,41
2022-10-15,,,,,,,63859.0,,2022,42
2022-10-22,,,,,,,62473.0,,2022,43
2022-10-29,,,,,,,60332.0,,2022,44
2022-11-05,,,,,,,61472.0,,2022,45
2022-11-12,,,,,,,59808.0,,2022,46
2022-11-19,,,,,,,61233.0,,2022,47
2022-11-26,,,,,,,42133.0,,2022,48
2022-12-03,,,,,,,66769.0,,2022,49
2022-12-10,,,,,,,62720.0,,2022,50
2022-12-17,,,,,,,61884.0,,2022,51
2022-12-24,,,,,,,49932.0,,2022,52
2022-12-31,,,,,,,47956.0,,2022,53
2023-01-02,01/19/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,55659.0,Head,2023,1
2023-01-09,01/26/2023 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64466.0,Head,2023,2
2023-01-16,02/02/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59987.0,Head,2023,3
2023-01-23,02/09/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64565.0,Head,2023,4
2023-01-30,02/16/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60036.0,Head,2023,5
2023-02-06,02/23/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59479.0,Head,2023,6
2023-02-13,03/02/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60299.0,Head,2023,7
2023-02-20,03/09/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57211.0,Head,2023,8
2023-02-27,03/16/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62522.0,Head,2023,9
2023-03-06,03/23/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59335.0,Head,2023,10
2023-03-13,03/30/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59946.0,Head,2023,11
2023-03-20,04/06/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59785.0,Head,2023,12
2023-03-27,04/13/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,57739.0,Head,2023,13
2023-04-03,04/20/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,53377.0,Head,2023,14
2023-04-10,04/27/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,58147.0,Head,2023,15
2023-04-17,05/04/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,55906.0,Head,2023,16
2023-04-24,05/11/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60190.0,Head,2023,17
2023-05-01,05/18/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,60391.0,Head,2023,18
2023-05-08,05/25/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,62857.0,Head,2023,19
2023-05-15,06/01/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64932.0,Head,2023,20
2023-05-22,06/08/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,59428.0,Head,2023,21
2023-05-29,06/15/2023 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,55167.0,Head,2023,22
2023-06-05,06/22/2023 10:00:03,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66861.0,Head,2023,23
2023-06-12,06/29/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,65834.0,Head,2023,24
2023-06-19,07/06/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64760.0,Head,2023,25
2023-06-26,07/13/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,67029.0,Head,2023,26
2023-07-03,07/20/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,50381.0,Head,2023,27
2023-07-10,07/27/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,70493.0,Head,2023,28
2023-07-17,08/03/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,69794.0,Head,2023,29
2023-07-24,08/10/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66208.0,Head,2023,30
2023-07-31,08/17/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63575.0,Head,2023,31
2023-08-07,08/24/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,63986.0,Head,2023,32
2023-08-14,08/31/2023 10:00:01,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,66140.0,Head,2023,33
2023-08-21,09/07/2023 10:00:02,Livestock,Federally Inspected Slaughter (Actual),Head Slaughtered,Slaughter Hogs,Sows,64670.0,Head,2023,34
