report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,year,indexby_year
2015-08-06,2015-08-05,Prod. Sold (All Purchase Types),269480,79.62,208.75,2015,153
2015-08-07,2015-08-06,Packer Owned,111766,,213.53,2015,154
2015-08-07,2015-08-06,Prod. Sold (All Purchase Types),266598,79.59,209.21,2015,154
2015-08-10,2015-08-07,Packer Owned,118363,,212.1,2015,155
2015-08-10,2015-08-07,Prod. Sold (All Purchase Types),291586,79.3,208.67,2015,155
2015-08-11,2015-08-10,Prod. Sold (All Purchase Types),267953,79.47,206.85,2015,156
2015-08-11,2015-08-10,Packer Owned,112950,,213.2,2015,156
2015-08-12,2015-08-11,Packer Owned,112879,,212.03,2015,157
2015-08-12,2015-08-11,Prod. Sold (All Purchase Types),269169,79.2,207.41,2015,157
2015-08-13,2015-08-12,Packer Owned,113889,,212.32,2015,158
2015-08-13,2015-08-12,Prod. Sold (All Purchase Types),266712,78.91,207.73,2015,158
2015-08-14,2015-08-13,Prod. Sold (All Purchase Types),271105,79.08,207.93,2015,159
2015-08-14,2015-08-13,Packer Owned,111302,,212.48,2015,159
2015-08-17,2015-08-14,Prod. Sold (All Purchase Types),316137,79.05,208.66,2015,160
2015-08-17,2015-08-14,Packer Owned,127952,,213.72,2015,160
2015-08-18,2015-08-17,Prod. Sold (All Purchase Types),278369,79.07,207.1,2015,161
2015-08-18,2015-08-17,Packer Owned,114745,,211.68,2015,161
2015-08-19,2015-08-18,Prod. Sold (All Purchase Types),259072,78.96,207.32,2015,162
2015-08-19,2015-08-18,Packer Owned,112187,,211.82,2015,162
2015-08-20,2015-08-19,Packer Owned,109820,,213.26,2015,163
2015-08-20,2015-08-19,Prod. Sold (All Purchase Types),261999,78.66,208.65,2015,163
2015-08-21,2015-08-20,Packer Owned,110343,,213.25,2015,164
2015-08-21,2015-08-20,Prod. Sold (All Purchase Types),269428,78.66,208.93,2015,164
2015-08-24,2015-08-21,Prod. Sold (All Purchase Types),339818,78.41,208.52,2015,165
2015-08-24,2015-08-21,Packer Owned,156593,,212.89,2015,165
2015-08-25,2015-08-24,Prod. Sold (All Purchase Types),256378,78.12,207.43,2015,166
2015-08-25,2015-08-24,Packer Owned,106661,,213.48,2015,166
2015-08-26,2015-08-25,Prod. Sold (All Purchase Types),259907,78.38,207.18,2015,167
2015-08-26,2015-08-25,Packer Owned,110849,,213.02,2015,167
2015-08-27,2015-08-26,Prod. Sold (All Purchase Types),281432,77.94,207.74,2015,168
2015-08-27,2015-08-26,Packer Owned,111689,,212.04,2015,168
2015-08-28,2015-08-27,Prod. Sold (All Purchase Types),269239,77.45,208.33,2015,169
2015-08-28,2015-08-27,Packer Owned,113183,,211.63,2015,169
2015-08-31,2015-08-28,Packer Owned,141832,,211.37,2015,170
2015-08-31,2015-08-28,Prod. Sold (All Purchase Types),316057,77.09,208.64,2015,170
2015-09-01,2015-08-31,Packer Owned,115147,,212.88,2015,171
2015-09-01,2015-08-31,Prod. Sold (All Purchase Types),271055,76.74,206.63,2015,171
2015-09-02,2015-09-01,Prod. Sold (All Purchase Types),269953,76.39,206.14,2015,172
2015-09-02,2015-09-01,Packer Owned,112980,,213.37,2015,172
2015-09-03,2015-09-02,Packer Owned,112113,,212.45,2015,173
2015-09-03,2015-09-02,Prod. Sold (All Purchase Types),267059,75.82,207.33,2015,173
2015-09-04,2015-09-03,Packer Owned,111759,,213.85,2015,174
2015-09-04,2015-09-03,Prod. Sold (All Purchase Types),278333,75.16,208.29,2015,174
2015-09-08,2015-09-04,Packer Owned,125095,,213.6,2015,175
2015-09-08,2015-09-04,Prod. Sold (All Purchase Types),297101,74.37,209.16,2015,175
2015-09-09,2015-09-08,Packer Owned,112066,,213.34,2015,176
2015-09-09,2015-09-08,Prod. Sold (All Purchase Types),264241,73.37,207.94,2015,176
2015-09-10,2015-09-09,Prod. Sold (All Purchase Types),270519,73.12,208.47,2015,177
2015-09-10,2015-09-09,Packer Owned,115001,,215.12,2015,177
2015-09-11,2015-09-10,Packer Owned,115593,,215.69,2015,178
2015-09-11,2015-09-10,Prod. Sold (All Purchase Types),271138,72.83,209.56,2015,178
2015-09-14,2015-09-11,Prod. Sold (All Purchase Types),486851,72.05,210.24,2015,179
2015-09-14,2015-09-11,Packer Owned,194024,,216.18,2015,179
2015-09-15,2015-09-14,Packer Owned,108923,,213.62,2015,180
2015-09-15,2015-09-14,Prod. Sold (All Purchase Types),270460,71.54,207.34,2015,180
2015-09-16,2015-09-15,Prod. Sold (All Purchase Types),280281,71.37,207.56,2015,181
2015-09-16,2015-09-15,Packer Owned,115463,,214.43,2015,181
2015-09-17,2015-09-16,Packer Owned,111379,,215.3,2015,182
2015-09-17,2015-09-16,Prod. Sold (All Purchase Types),275276,71.56,208.3,2015,182
2015-09-18,2015-09-17,Prod. Sold (All Purchase Types),257166,71.62,208.58,2015,183
2015-09-18,2015-09-17,Packer Owned,110879,,215.54,2015,183
2015-09-21,2015-09-18,Prod. Sold (All Purchase Types),363460,71.56,209.35,2015,184
2015-09-21,2015-09-18,Packer Owned,154677,,216.03,2015,184
2015-09-22,2015-09-21,Packer Owned,107175,,215.84,2015,185
2015-09-22,2015-09-21,Prod. Sold (All Purchase Types),256119,72.05,208.22,2015,185
2015-09-23,2015-09-22,Packer Owned,112506,,215.8,2015,186
2015-09-23,2015-09-22,Prod. Sold (All Purchase Types),277076,72.02,207.73,2015,186
2015-09-24,2015-09-23,Prod. Sold (All Purchase Types),266452,72.16,208.58,2015,187
2015-09-24,2015-09-23,Packer Owned,105532,,216.27,2015,187
2015-09-25,2015-09-24,Prod. Sold (All Purchase Types),262579,71.97,208.78,2015,188
2015-09-25,2015-09-24,Packer Owned,110549,,215.89,2015,188
2015-09-28,2015-09-25,Packer Owned,178930,,214.15,2015,189
2015-09-28,2015-09-25,Prod. Sold (All Purchase Types),343934,72.22,209.81,2015,189
2015-09-29,2015-09-28,Prod. Sold (All Purchase Types),267395,72.41,208.48,2015,190
2015-09-29,2015-09-28,Packer Owned,105091,,213.85,2015,190
2015-09-30,2015-09-29,Prod. Sold (All Purchase Types),271485,72.65,208.1,2015,191
2015-09-30,2015-09-29,Packer Owned,110433,,214.74,2015,191
2015-10-01,2015-09-30,Packer Owned,107547,,215.25,2015,192
2015-10-01,2015-09-30,Prod. Sold (All Purchase Types),254995,73.12,209.35,2015,192
2015-10-02,2015-10-01,Prod. Sold (All Purchase Types),275779,73.25,210.54,2015,193
2015-10-02,2015-10-01,Packer Owned,116515,,216.47,2015,193
2015-10-05,2015-10-02,Packer Owned,155065,,215.79,2015,194
2015-10-05,2015-10-02,Prod. Sold (All Purchase Types),347423,73.58,210.93,2015,194
2015-10-06,2015-10-05,Prod. Sold (All Purchase Types),259651,74.05,208.66,2015,195
2015-10-06,2015-10-05,Packer Owned,113867,,215.59,2015,195
2015-10-07,2015-10-06,Prod. Sold (All Purchase Types),277090,74.24,208.59,2015,196
2015-10-07,2015-10-06,Packer Owned,118859,,215.27,2015,196
2015-10-08,2015-10-07,Prod. Sold (All Purchase Types),263741,74.74,209.4,2015,197
2015-10-08,2015-10-07,Packer Owned,115797,,216.43,2015,197
2015-10-09,2015-10-08,Prod. Sold (All Purchase Types),276530,74.59,210.3,2015,198
2015-10-09,2015-10-08,Packer Owned,115465,,217.09,2015,198
2015-10-12,2015-10-09,Prod. Sold (All Purchase Types),341244,74.74,210.67,2015,199
2015-10-12,2015-10-09,Packer Owned,160973,,216.08,2015,199
2015-10-13,2015-10-12,Packer Owned,88569,,214.18,2015,200
2015-10-13,2015-10-12,Prod. Sold (All Purchase Types),251514,74.88,209.43,2015,200
2015-10-14,2015-10-13,Prod. Sold (All Purchase Types),260521,74.92,209.53,2015,201
2015-10-14,2015-10-13,Packer Owned,115069,,215.73,2015,201
2015-10-15,2015-10-14,Prod. Sold (All Purchase Types),272988,75.05,210.56,2015,202
2015-10-15,2015-10-14,Packer Owned,113158,,216.25,2015,202
2015-10-16,2015-10-15,Packer Owned,113638,,217.44,2015,203
2015-10-16,2015-10-15,Prod. Sold (All Purchase Types),266678,74.8,211.48,2015,203
2015-10-19,2015-10-16,Packer Owned,201429,,218.03,2015,204
2015-10-19,2015-10-16,Prod. Sold (All Purchase Types),365539,74.11,211.88,2015,204
2015-10-20,2015-10-19,Packer Owned,97328,,217.33,2015,205
2015-10-20,2015-10-19,Prod. Sold (All Purchase Types),247879,73.98,210.59,2015,205
2015-10-21,2015-10-20,Prod. Sold (All Purchase Types),261891,73.91,210.83,2015,206
2015-10-21,2015-10-20,Packer Owned,90878,,215.08,2015,206
2015-10-22,2015-10-21,Prod. Sold (All Purchase Types),278716,73.89,211.23,2015,207
2015-10-22,2015-10-21,Packer Owned,96254,,213.67,2015,207
2015-10-23,2015-10-22,Packer Owned,120655,,217.17,2015,208
2015-10-23,2015-10-22,Prod. Sold (All Purchase Types),262688,73.84,212.17,2015,208
2015-10-26,2015-10-23,Packer Owned,205124,,218.37,2015,209
2015-10-26,2015-10-23,Prod. Sold (All Purchase Types),395887,73.12,213.16,2015,209
2015-10-27,2015-10-26,Packer Owned,118294,,216.31,2015,210
2015-10-27,2015-10-26,Prod. Sold (All Purchase Types),258604,72.76,211.74,2015,210
2015-10-28,2015-10-27,Packer Owned,117065,,216.28,2015,211
2015-10-28,2015-10-27,Prod. Sold (All Purchase Types),262690,72.24,211.66,2015,211
2015-10-29,2015-10-28,Packer Owned,114214,,216.92,2015,212
2015-10-29,2015-10-28,Prod. Sold (All Purchase Types),258143,71.72,211.68,2015,212
2015-10-30,2015-10-29,Packer Owned,118727,,217.65,2015,213
2015-10-30,2015-10-29,Prod. Sold (All Purchase Types),273259,70.72,212.75,2015,213
2015-11-02,2015-10-30,Packer Owned,134410,,215.74,2015,214
2015-11-02,2015-10-30,Prod. Sold (All Purchase Types),334270,69.31,213.02,2015,214
2015-11-03,2015-11-02,Prod. Sold (All Purchase Types),265948,68.19,211.49,2015,215
2015-11-03,2015-11-02,Packer Owned,110664,,217.07,2015,215
2015-11-04,2015-11-03,Packer Owned,116110,,217.13,2015,216
2015-11-04,2015-11-03,Prod. Sold (All Purchase Types),267503,67.66,211.35,2015,216
2015-11-05,2015-11-04,Packer Owned,113518,,216.62,2015,217
2015-11-05,2015-11-04,Prod. Sold (All Purchase Types),270982,66.25,212.84,2015,217
2015-11-06,2015-11-05,Packer Owned,115917,,217.0,2015,218
2015-11-06,2015-11-05,Prod. Sold (All Purchase Types),268309,64.58,213.27,2015,218
2015-11-09,2015-11-06,Packer Owned,172747,,219.29,2015,219
2015-11-09,2015-11-06,Prod. Sold (All Purchase Types),397145,63.12,214.89,2015,219
2015-11-10,2015-11-09,Packer Owned,114326,,217.35,2015,220
2015-11-10,2015-11-09,Prod. Sold (All Purchase Types),260255,61.79,212.16,2015,220
2015-11-11,2015-11-10,Prod. Sold (All Purchase Types),245994,61.07,213.97,2015,221
2015-11-11,2015-11-10,Packer Owned,114283,,216.95,2015,221
2015-11-12,2015-11-11,Prod. Sold (All Purchase Types),266483,60.13,213.0,2015,222
2015-11-12,2015-11-11,Packer Owned,108674,,217.3,2015,222
2015-11-13,2015-11-12,Packer Owned,109371,,218.16,2015,223
2015-11-13,2015-11-12,Prod. Sold (All Purchase Types),270837,59.39,213.4,2015,223
2015-11-16,2015-11-13,Prod. Sold (All Purchase Types),442955,58.73,213.4,2015,224
2015-11-16,2015-11-13,Packer Owned,186670,,220.53,2015,224
2015-11-17,2015-11-16,Packer Owned,116539,,214.74,2015,225
2015-11-17,2015-11-16,Prod. Sold (All Purchase Types),266026,58.5,211.92,2015,225
2015-11-18,2015-11-17,Packer Owned,118022,,216.11,2015,226
2015-11-18,2015-11-17,Prod. Sold (All Purchase Types),266291,58.12,212.94,2015,226
2015-11-19,2015-11-18,Packer Owned,114540,,217.36,2015,227
2015-11-19,2015-11-18,Prod. Sold (All Purchase Types),276720,58.29,212.94,2015,227
2015-11-20,2015-11-19,Packer Owned,116068,,218.39,2015,228
2015-11-20,2015-11-19,Prod. Sold (All Purchase Types),269301,57.62,213.1,2015,228
2015-11-23,2015-11-20,Packer Owned,156111,,218.04,2015,229
2015-11-23,2015-11-20,Prod. Sold (All Purchase Types),419746,57.67,213.96,2015,229
2015-11-24,2015-11-23,Packer Owned,117434,,215.8,2015,230
2015-11-24,2015-11-23,Prod. Sold (All Purchase Types),262784,58.3,211.14,2015,230
2015-11-25,2015-11-24,Packer Owned,114852,,215.48,2015,231
2015-11-25,2015-11-24,Prod. Sold (All Purchase Types),272167,57.93,212.48,2015,231
2015-11-27,2015-11-25,Packer Owned,117476,,216.71,2015,232
2015-11-27,2015-11-25,Prod. Sold (All Purchase Types),278245,58.2,213.09,2015,232
2015-11-30,2015-11-27,Packer Owned,229694,,217.09,2015,233
2015-11-30,2015-11-27,Prod. Sold (All Purchase Types),517699,57.79,214.5,2015,233
2015-12-01,2015-11-30,Prod. Sold (All Purchase Types),256397,57.78,212.27,2015,234
2015-12-01,2015-11-30,Packer Owned,112707,,215.56,2015,234
2015-12-02,2015-12-01,Prod. Sold (All Purchase Types),272101,58.22,212.55,2015,235
2015-12-02,2015-12-01,Packer Owned,115001,,215.93,2015,235
2015-12-03,2015-12-02,Packer Owned,116672,,217.44,2015,236
2015-12-03,2015-12-02,Prod. Sold (All Purchase Types),266194,58.67,213.57,2015,236
2015-12-04,2015-12-03,Packer Owned,119071,,218.38,2015,237
2015-12-04,2015-12-03,Prod. Sold (All Purchase Types),270968,58.53,213.71,2015,237
2015-12-07,2015-12-04,Prod. Sold (All Purchase Types),432250,58.09,214.91,2015,238
2015-12-07,2015-12-04,Packer Owned,177710,,217.77,2015,238
2015-12-08,2015-12-07,Prod. Sold (All Purchase Types),277574,58.75,212.16,2015,239
2015-12-08,2015-12-07,Packer Owned,123349,,214.72,2015,239
2015-12-09,2015-12-08,Packer Owned,117247,,215.15,2015,240
2015-12-09,2015-12-08,Prod. Sold (All Purchase Types),275307,58.6,212.13,2015,240
2015-12-10,2015-12-09,Packer Owned,114440,,215.84,2015,241
2015-12-10,2015-12-09,Prod. Sold (All Purchase Types),277687,58.37,213.31,2015,241
2015-12-11,2015-12-10,Prod. Sold (All Purchase Types),268956,58.31,213.17,2015,242
2015-12-11,2015-12-10,Packer Owned,114219,,216.8,2015,242
2015-12-14,2015-12-11,Prod. Sold (All Purchase Types),434384,57.9,214.51,2015,243
2015-12-14,2015-12-11,Packer Owned,177824,,219.49,2015,243
2015-12-15,2015-12-14,Prod. Sold (All Purchase Types),265288,58.45,212.22,2015,244
2015-12-15,2015-12-14,Packer Owned,117248,,214.39,2015,244
2015-12-16,2015-12-15,Prod. Sold (All Purchase Types),277313,57.84,211.96,2015,245
2015-12-16,2015-12-15,Packer Owned,116054,,213.87,2015,245
2015-12-17,2015-12-16,Prod. Sold (All Purchase Types),269306,58.11,212.05,2015,246
2015-12-17,2015-12-16,Packer Owned,117595,,215.11,2015,246
2015-12-18,2015-12-17,Prod. Sold (All Purchase Types),270079,57.5,213.58,2015,247
2015-12-18,2015-12-17,Packer Owned,117579,,216.36,2015,247
2015-12-21,2015-12-18,Prod. Sold (All Purchase Types),477976,56.99,213.63,2015,248
2015-12-21,2015-12-18,Packer Owned,181388,,217.26,2015,248
2015-12-22,2015-12-21,Prod. Sold (All Purchase Types),270532,57.4,212.12,2015,249
2015-12-22,2015-12-21,Packer Owned,111128,,215.74,2015,249
2015-12-23,2015-12-22,Prod. Sold (All Purchase Types),275809,57.23,211.47,2015,250
2015-12-23,2015-12-22,Packer Owned,119124,,215.59,2015,250
2015-12-24,2015-12-23,Packer Owned,62660,,216.16,2015,251
2015-12-24,2015-12-23,Prod. Sold (All Purchase Types),219128,57.28,212.67,2015,251
2015-12-28,2015-12-24,Packer Owned,107073,,218.46,2015,252
2015-12-28,2015-12-24,Prod. Sold (All Purchase Types),252456,56.31,214.01,2015,252
2015-12-29,2015-12-28,Prod. Sold (All Purchase Types),273185,56.19,213.43,2015,253
2015-12-29,2015-12-28,Packer Owned,117929,,215.25,2015,253
2015-12-30,2015-12-29,Packer Owned,115980,,216.59,2015,254
2015-12-30,2015-12-29,Prod. Sold (All Purchase Types),266860,55.49,213.02,2015,254
2015-12-31,2015-12-30,Packer Owned,116881,,218.26,2015,255
2015-12-31,2015-12-30,Prod. Sold (All Purchase Types),273541,55.87,214.22,2015,255
2016-01-04,2015-12-31,Packer Owned,197183,,219.85,2016,1
2016-01-04,2015-12-31,Prod. Sold (All Purchase Types),456371,55.69,216.0,2016,1
2016-01-05,2016-01-04,Packer Owned,110811,,216.65,2016,2
2016-01-05,2016-01-04,Prod. Sold (All Purchase Types),267482,56.18,214.84,2016,2
2016-01-06,2016-01-05,Packer Owned,113700,,215.45,2016,3
2016-01-06,2016-01-05,Prod. Sold (All Purchase Types),270996,56.02,214.29,2016,3
2016-01-07,2016-01-06,Packer Owned,114531,,217.47,2016,4
2016-01-07,2016-01-06,Prod. Sold (All Purchase Types),274126,56.48,215.34,2016,4
2016-01-08,2016-01-07,Prod. Sold (All Purchase Types),277383,56.76,215.13,2016,5
2016-01-08,2016-01-07,Packer Owned,116334,,218.71,2016,5
2016-01-11,2016-01-08,Packer Owned,193695,,219.24,2016,6
2016-01-11,2016-01-08,Prod. Sold (All Purchase Types),378164,56.4,216.12,2016,6
2016-01-12,2016-01-11,Packer Owned,52410,,217.38,2016,7
2016-01-12,2016-01-11,Prod. Sold (All Purchase Types),206276,57.9,213.86,2016,7
2016-01-13,2016-01-12,Packer Owned,129873,,216.27,2016,8
2016-01-13,2016-01-12,Prod. Sold (All Purchase Types),277757,57.18,213.65,2016,8
2016-01-14,2016-01-13,Packer Owned,112975,,217.39,2016,9
2016-01-14,2016-01-13,Prod. Sold (All Purchase Types),274435,57.69,213.96,2016,9
2016-01-15,2016-01-14,Packer Owned,113267,,217.44,2016,10
2016-01-15,2016-01-14,Prod. Sold (All Purchase Types),272508,57.58,213.97,2016,10
2016-01-18,2016-01-15,Packer Owned,184494,,216.73,2016,11
2016-01-18,2016-01-15,Prod. Sold (All Purchase Types),423690,58.15,215.21,2016,11
2016-01-19,2016-01-18,Packer Owned,80703,,216.25,2016,12
2016-01-19,2016-01-18,Prod. Sold (All Purchase Types),267081,59.44,212.89,2016,12
2016-01-20,2016-01-19,Packer Owned,117482,,214.76,2016,13
2016-01-20,2016-01-19,Prod. Sold (All Purchase Types),268713,59.28,213.06,2016,13
2016-01-21,2016-01-20,Prod. Sold (All Purchase Types),263005,60.06,213.13,2016,14
2016-01-21,2016-01-20,Packer Owned,113499,,216.24,2016,14
2016-01-22,2016-01-21,Packer Owned,114634,,217.49,2016,15
2016-01-22,2016-01-21,Prod. Sold (All Purchase Types),287505,60.11,213.98,2016,15
2016-01-25,2016-01-22,Packer Owned,191164,,216.18,2016,16
2016-01-25,2016-01-22,Prod. Sold (All Purchase Types),368000,60.38,214.12,2016,16
2016-01-26,2016-01-25,Packer Owned,118090,,214.15,2016,17
2016-01-26,2016-01-25,Prod. Sold (All Purchase Types),274660,61.15,212.45,2016,17
2016-01-27,2016-01-26,Packer Owned,115928,,215.57,2016,18
2016-01-27,2016-01-26,Prod. Sold (All Purchase Types),275957,61.58,213.05,2016,18
2016-01-28,2016-01-27,Prod. Sold (All Purchase Types),271433,62.47,212.51,2016,19
2016-01-28,2016-01-27,Packer Owned,119894,,215.6,2016,19
2016-01-29,2016-01-28,Packer Owned,111792,,216.44,2016,20
2016-01-29,2016-01-28,Prod. Sold (All Purchase Types),267768,62.87,213.1,2016,20
2016-02-01,2016-01-29,Prod. Sold (All Purchase Types),369158,63.52,213.97,2016,21
2016-02-01,2016-01-29,Packer Owned,154823,,215.67,2016,21
2016-02-02,2016-02-01,Prod. Sold (All Purchase Types),262794,64.41,211.34,2016,22
2016-02-02,2016-02-01,Packer Owned,107480,,214.2,2016,22
2016-02-03,2016-02-02,Prod. Sold (All Purchase Types),167660,65.3,210.04,2016,23
2016-02-03,2016-02-02,Packer Owned,105899,,214.52,2016,23
2016-02-04,2016-02-03,Packer Owned,108429,,214.63,2016,24
2016-02-04,2016-02-03,Prod. Sold (All Purchase Types),241159,65.1,211.46,2016,24
2016-02-05,2016-02-04,Packer Owned,91824,,215.74,2016,25
2016-02-05,2016-02-04,Prod. Sold (All Purchase Types),267356,65.24,212.62,2016,25
2016-02-08,2016-02-05,Prod. Sold (All Purchase Types),427081,65.42,213.98,2016,26
2016-02-08,2016-02-05,Packer Owned,148496,,216.63,2016,26
2016-02-09,2016-02-08,Packer Owned,86877,,214.75,2016,27
2016-02-09,2016-02-08,Prod. Sold (All Purchase Types),224827,65.95,211.62,2016,27
2016-02-10,2016-02-09,Prod. Sold (All Purchase Types),267036,66.0,211.66,2016,28
2016-02-10,2016-02-09,Packer Owned,104329,,214.17,2016,28
2016-02-11,2016-02-10,Packer Owned,114649,,214.71,2016,29
2016-02-11,2016-02-10,Prod. Sold (All Purchase Types),276807,66.3,211.99,2016,29
2016-02-12,2016-02-11,Prod. Sold (All Purchase Types),269927,66.4,212.43,2016,30
2016-02-12,2016-02-11,Packer Owned,114582,,215.6,2016,30
2016-02-15,2016-02-12,Packer Owned,194142,,216.68,2016,31
2016-02-15,2016-02-12,Prod. Sold (All Purchase Types),365451,66.39,213.96,2016,31
2016-02-16,2016-02-15,Prod. Sold (All Purchase Types),263045,66.83,211.87,2016,32
2016-02-16,2016-02-15,Packer Owned,110418,,212.87,2016,32
2016-02-17,2016-02-16,Packer Owned,115213,,214.77,2016,33
2016-02-17,2016-02-16,Prod. Sold (All Purchase Types),269633,66.96,210.92,2016,33
2016-02-18,2016-02-17,Packer Owned,114604,,214.45,2016,34
2016-02-18,2016-02-17,Prod. Sold (All Purchase Types),270515,67.25,212.12,2016,34
2016-02-19,2016-02-18,Packer Owned,117002,,216.04,2016,35
2016-02-19,2016-02-18,Prod. Sold (All Purchase Types),274244,67.28,212.97,2016,35
2016-02-22,2016-02-19,Prod. Sold (All Purchase Types),366649,67.06,214.37,2016,36
2016-02-22,2016-02-19,Packer Owned,146042,,216.04,2016,36
2016-02-23,2016-02-22,Prod. Sold (All Purchase Types),264399,67.24,211.79,2016,37
2016-02-23,2016-02-22,Packer Owned,112979,,212.14,2016,37
2016-02-24,2016-02-23,Packer Owned,117854,,213.87,2016,38
2016-02-24,2016-02-23,Prod. Sold (All Purchase Types),276155,67.29,212.39,2016,38
2016-02-25,2016-02-24,Packer Owned,113227,,215.81,2016,39
2016-02-25,2016-02-24,Prod. Sold (All Purchase Types),243343,67.29,211.82,2016,39
2016-02-26,2016-02-25,Prod. Sold (All Purchase Types),253628,67.37,212.26,2016,40
2016-02-26,2016-02-25,Packer Owned,88815,,215.45,2016,40
2016-02-29,2016-02-26,Prod. Sold (All Purchase Types),345437,67.43,213.98,2016,41
2016-02-29,2016-02-26,Packer Owned,139412,,216.24,2016,41
2016-03-01,2016-02-29,Packer Owned,92467,,213.97,2016,42
2016-03-01,2016-02-29,Prod. Sold (All Purchase Types),250661,67.53,211.44,2016,42
2016-03-02,2016-03-01,Prod. Sold (All Purchase Types),266739,67.62,211.98,2016,43
2016-03-02,2016-03-01,Packer Owned,119759,,214.58,2016,43
2016-03-03,2016-03-02,Prod. Sold (All Purchase Types),274879,67.76,211.86,2016,44
2016-03-03,2016-03-02,Packer Owned,117598,,215.38,2016,44
2016-03-04,2016-03-03,Prod. Sold (All Purchase Types),266184,67.46,212.33,2016,45
2016-03-04,2016-03-03,Packer Owned,116882,,214.88,2016,45
2016-03-07,2016-03-04,Prod. Sold (All Purchase Types),308060,67.31,213.37,2016,46
2016-03-07,2016-03-04,Packer Owned,157709,,217.75,2016,46
2016-03-08,2016-03-07,Packer Owned,108693,,213.55,2016,47
2016-03-08,2016-03-07,Prod. Sold (All Purchase Types),254575,67.49,211.49,2016,47
2016-03-09,2016-03-08,Prod. Sold (All Purchase Types),278564,67.31,211.82,2016,48
2016-03-09,2016-03-08,Packer Owned,121581,,214.79,2016,48
2016-03-10,2016-03-09,Packer Owned,115564,,215.9,2016,49
2016-03-10,2016-03-09,Prod. Sold (All Purchase Types),272294,67.44,212.6,2016,49
2016-03-11,2016-03-10,Prod. Sold (All Purchase Types),278530,67.57,212.44,2016,50
2016-03-11,2016-03-10,Packer Owned,113494,,216.89,2016,50
2016-03-14,2016-03-11,Packer Owned,145288,,217.08,2016,51
2016-03-14,2016-03-11,Prod. Sold (All Purchase Types),304732,67.63,213.46,2016,51
2016-03-15,2016-03-14,Packer Owned,114832,,215.33,2016,52
2016-03-15,2016-03-14,Prod. Sold (All Purchase Types),264708,67.7,211.92,2016,52
2016-03-16,2016-03-15,Packer Owned,116915,,215.1,2016,53
2016-03-16,2016-03-15,Prod. Sold (All Purchase Types),274624,67.64,211.66,2016,53
2016-03-17,2016-03-16,Prod. Sold (All Purchase Types),253014,67.62,211.6,2016,54
2016-03-17,2016-03-16,Packer Owned,113847,,215.64,2016,54
2016-03-18,2016-03-17,Prod. Sold (All Purchase Types),249492,67.39,212.92,2016,55
2016-03-18,2016-03-17,Packer Owned,84503,,216.38,2016,55
2016-03-21,2016-03-18,Prod. Sold (All Purchase Types),345995,67.06,214.15,2016,56
2016-03-21,2016-03-18,Packer Owned,139294,,216.95,2016,56
2016-03-22,2016-03-21,Prod. Sold (All Purchase Types),247501,67.32,211.74,2016,57
2016-03-22,2016-03-21,Packer Owned,84690,,215.16,2016,57
2016-03-23,2016-03-22,Prod. Sold (All Purchase Types),272174,66.97,211.78,2016,58
2016-03-23,2016-03-22,Packer Owned,110563,,216.43,2016,58
2016-03-24,2016-03-23,Packer Owned,120952,,216.54,2016,59
2016-03-24,2016-03-23,Prod. Sold (All Purchase Types),273966,66.68,212.5,2016,59
2016-03-25,2016-03-24,Prod. Sold (All Purchase Types),256322,66.27,213.26,2016,60
2016-03-25,2016-03-24,Packer Owned,109499,,218.6,2016,60
2016-03-28,2016-03-25,Packer Owned,142187,,218.31,2016,61
2016-03-28,2016-03-25,Prod. Sold (All Purchase Types),258660,66.01,213.95,2016,61
2016-03-29,2016-03-28,Packer Owned,67417,,214.4,2016,62
2016-03-29,2016-03-28,Prod. Sold (All Purchase Types),179887,66.61,211.81,2016,62
2016-03-30,2016-03-29,Prod. Sold (All Purchase Types),268788,66.5,211.55,2016,63
2016-03-30,2016-03-29,Packer Owned,118012,,216.48,2016,63
2016-03-31,2016-03-30,Prod. Sold (All Purchase Types),272207,66.62,212.84,2016,64
2016-03-31,2016-03-30,Packer Owned,116175,,218.02,2016,64
2016-04-01,2016-03-31,Prod. Sold (All Purchase Types),274591,66.6,213.35,2016,65
2016-04-01,2016-03-31,Packer Owned,115879,,217.94,2016,65
2016-04-04,2016-04-01,Packer Owned,163757,,219.89,2016,66
2016-04-04,2016-04-01,Prod. Sold (All Purchase Types),358528,66.7,214.72,2016,66
2016-04-05,2016-04-04,Prod. Sold (All Purchase Types),261419,67.08,212.0,2016,67
2016-04-05,2016-04-04,Packer Owned,110590,,215.79,2016,67
2016-04-06,2016-04-05,Packer Owned,121200,,217.59,2016,68
2016-04-06,2016-04-05,Prod. Sold (All Purchase Types),273597,67.31,212.54,2016,68
2016-04-07,2016-04-06,Packer Owned,115232,,217.31,2016,69
2016-04-07,2016-04-06,Prod. Sold (All Purchase Types),263002,67.37,213.44,2016,69
2016-04-08,2016-04-07,Packer Owned,86787,,218.52,2016,70
2016-04-08,2016-04-07,Prod. Sold (All Purchase Types),239154,67.27,213.8,2016,70
2016-04-11,2016-04-08,Packer Owned,137419,,219.35,2016,71
2016-04-11,2016-04-08,Prod. Sold (All Purchase Types),298803,67.13,214.61,2016,71
2016-04-12,2016-04-11,Packer Owned,86394,,217.03,2016,72
