report_date,reported_for_date,weight_range,purchase_type,head_count,price_low,price_high,wtd_avg,avg_weight,total_head,week_of_year,year,indexby_year
2020-12-22,2020-12-21,400-449,Negotiated Formula Sows,,,,,,,521,2020,12
2020-12-22,2020-12-21,450-499,Negotiated Formula Sows,,,,,,,521,2020,12
2020-12-22,2020-12-21,500-549,Negotiated Formula Sows,,,,,,,521,2020,12
2020-12-22,2020-12-21,550/up,Negotiated Formula Sows,,,,,,,521,2020,12
2020-12-22,2020-12-21,500-549,Negotiated Sows,1500.0,39.17,50.0,44.65,525.0,7528.0,521,2020,12
2020-12-22,2020-12-21,200/up,Boars,644.0,,,,308.0,644.0,521,2020,12
2020-12-22,2020-12-21,550/up,Combined Negotiated/Negotiated Formula Sows,1201.0,41.12,50.03,45.4,587.0,7528.0,521,2020,12
2020-12-22,2020-12-21,550/up,Negotiated Sows,1201.0,41.12,50.03,45.4,587.0,7528.0,521,2020,12
2020-12-22,2020-12-21,550/up,Swine/Pork Market Formula Sows,338.0,41.6,47.51,44.84,586.0,1844.0,521,2020,12
2020-12-22,2020-12-21,400-449,Swine/Pork Market Formula Sows,242.0,27.23,41.25,37.05,425.0,1844.0,521,2020,12
2020-12-22,2020-12-21,300-399,Negotiated Sows,1183.0,25.0,47.75,36.69,375.0,7528.0,521,2020,12
2020-12-22,2020-12-21,300-399,Combined Negotiated/Negotiated Formula Sows,1183.0,25.0,47.75,36.69,375.0,7528.0,521,2020,12
2020-12-22,2020-12-21,400-449,Combined Negotiated/Negotiated Formula Sows,1179.0,25.0,48.75,36.89,426.0,7528.0,521,2020,12
2020-12-22,2020-12-21,500-549,Swine/Pork Market Formula Sows,586.0,40.58,46.59,44.2,523.0,1844.0,521,2020,12
2020-12-22,2020-12-21,300-399,Negotiated Formula Sows,,,,,,,521,2020,12
2020-12-22,2020-12-21,450-499,Combined Negotiated/Negotiated Formula Sows,2465.0,25.0,49.5,41.17,475.0,7528.0,521,2020,12
2020-12-22,2020-12-21,450-499,Negotiated Sows,2465.0,25.0,49.5,41.17,475.0,7528.0,521,2020,12
2020-12-22,2020-12-21,450-499,Swine/Pork Market Formula Sows,394.0,36.85,43.72,40.01,474.0,1844.0,521,2020,12
2020-12-23,2020-12-22,300-399,Swine/Pork Market Formula Sows,281.0,32.78,37.24,35.2,372.0,2087.0,522,2020,13
2020-12-23,2020-12-22,550/up,Negotiated Sows,866.0,38.5,50.0,43.93,588.0,6589.0,522,2020,13
2020-12-23,2020-12-22,500-549,Negotiated Sows,1271.0,37.5,50.0,42.26,522.0,6589.0,522,2020,13
2020-12-23,2020-12-22,400-449,Negotiated Formula Sows,,,,,,,522,2020,13
2020-12-23,2020-12-22,400-449,Combined Negotiated/Negotiated Formula Sows,1589.0,25.0,49.0,37.27,424.0,6589.0,522,2020,13
2020-12-23,2020-12-22,200/up,Boars,888.0,5.0,23.74,23.11,345.0,888.0,522,2020,13
2020-12-23,2020-12-22,300-399,Negotiated Sows,1240.0,25.0,46.25,35.93,371.0,6589.0,522,2020,13
2020-12-23,2020-12-22,400-449,Swine/Pork Market Formula Sows,339.0,25.77,37.51,35.05,427.0,2087.0,522,2020,13
2020-12-23,2020-12-22,550/up,Combined Negotiated/Negotiated Formula Sows,866.0,38.5,50.0,43.93,588.0,6589.0,522,2020,13
2020-12-23,2020-12-22,550/up,Negotiated Formula Sows,,,,,,,522,2020,13
2020-12-23,2020-12-22,300-399,Negotiated Formula Sows,,,,,,,522,2020,13
2020-12-23,2020-12-22,300-399,Combined Negotiated/Negotiated Formula Sows,1240.0,25.0,46.25,35.93,371.0,6589.0,522,2020,13
2020-12-23,2020-12-22,500-549,Negotiated Formula Sows,,,,,,,522,2020,13
2020-12-23,2020-12-22,450-499,Combined Negotiated/Negotiated Formula Sows,1623.0,25.0,50.0,41.39,473.0,6589.0,522,2020,13
2020-12-23,2020-12-22,450-499,Negotiated Formula Sows,,,,,,,522,2020,13
2020-12-23,2020-12-22,500-549,Combined Negotiated/Negotiated Formula Sows,1271.0,37.5,50.0,42.26,522.0,6589.0,522,2020,13
2020-12-23,2020-12-22,550/up,Swine/Pork Market Formula Sows,425.0,41.24,46.22,44.83,588.0,2087.0,522,2020,13
2020-12-23,2020-12-22,450-499,Swine/Pork Market Formula Sows,453.0,34.77,41.18,38.71,473.0,2087.0,522,2020,13
2020-12-23,2020-12-22,400-449,Negotiated Sows,1589.0,25.0,49.0,37.27,424.0,6589.0,522,2020,13
2020-12-23,2020-12-22,500-549,Swine/Pork Market Formula Sows,589.0,40.22,45.14,43.6,524.0,2087.0,522,2020,13
2020-12-23,2020-12-22,450-499,Negotiated Sows,1623.0,25.0,50.0,41.39,473.0,6589.0,522,2020,13
2020-12-28,2020-12-23,400-449,Swine/Pork Market Formula Sows,398.0,26.79,38.89,36.1,428.0,2288.0,523,2020,14
2020-12-28,2020-12-23,300-399,Combined Negotiated/Negotiated Formula Sows,1659.0,24.0,50.0,37.16,369.0,7632.0,523,2020,14
2020-12-28,2020-12-23,500-549,Combined Negotiated/Negotiated Formula Sows,1606.0,24.0,48.0,42.5,522.0,7632.0,523,2020,14
2020-12-28,2020-12-23,400-449,Negotiated Sows,1852.0,24.0,46.75,35.81,424.0,7632.0,523,2020,14
2020-12-28,2020-12-23,300-399,Swine/Pork Market Formula Sows,325.0,29.51,38.19,36.25,378.0,2288.0,523,2020,14
2020-12-28,2020-12-23,450-499,Combined Negotiated/Negotiated Formula Sows,1873.0,24.0,47.75,38.86,474.0,7632.0,523,2020,14
2020-12-28,2020-12-23,400-449,Negotiated Formula Sows,,,,,,,523,2020,14
2020-12-28,2020-12-23,300-399,Negotiated Formula Sows,,,,,,,523,2020,14
2020-12-28,2020-12-23,500-549,Negotiated Sows,1606.0,24.0,48.0,42.5,522.0,7632.0,523,2020,14
2020-12-28,2020-12-23,450-499,Swine/Pork Market Formula Sows,554.0,30.97,44.65,40.06,475.0,2288.0,523,2020,14
2020-12-28,2020-12-23,550/up,Combined Negotiated/Negotiated Formula Sows,642.0,38.5,49.0,43.68,583.0,7632.0,523,2020,14
2020-12-28,2020-12-23,500-549,Negotiated Formula Sows,,,,,,,523,2020,14
2020-12-28,2020-12-23,550/up,Negotiated Sows,642.0,38.5,49.0,43.68,583.0,7632.0,523,2020,14
2020-12-28,2020-12-23,450-499,Negotiated Formula Sows,,,,,,,523,2020,14
2020-12-28,2020-12-23,550/up,Swine/Pork Market Formula Sows,464.0,32.0,47.4,44.79,586.0,2288.0,523,2020,14
2020-12-28,2020-12-23,500-549,Swine/Pork Market Formula Sows,547.0,32.0,46.65,43.77,524.0,2288.0,523,2020,14
2020-12-28,2020-12-23,300-399,Negotiated Sows,1659.0,24.0,50.0,37.16,369.0,7632.0,523,2020,14
2020-12-28,2020-12-23,400-449,Combined Negotiated/Negotiated Formula Sows,1852.0,24.0,46.75,35.81,424.0,7632.0,523,2020,14
2020-12-28,2020-12-23,200/up,Boars,1222.0,,,,331.0,1222.0,523,2020,14
2020-12-28,2020-12-23,550/up,Negotiated Formula Sows,,,,,,,523,2020,14
2020-12-28,2020-12-23,450-499,Negotiated Sows,1873.0,24.0,47.75,38.86,474.0,7632.0,523,2020,14
2020-12-29,2020-12-28,300-399,Negotiated Formula Sows,,,,,,,531,2020,15
2020-12-29,2020-12-28,550/up,Swine/Pork Market Formula Sows,420.0,41.16,45.93,43.78,586.0,1912.0,531,2020,15
2020-12-29,2020-12-28,500-549,Negotiated Formula Sows,,,,,,,531,2020,15
2020-12-29,2020-12-28,500-549,Swine/Pork Market Formula Sows,559.0,40.05,44.26,42.81,523.0,1912.0,531,2020,15
2020-12-29,2020-12-28,400-449,Swine/Pork Market Formula Sows,309.0,30.6,41.01,36.82,427.0,1912.0,531,2020,15
2020-12-29,2020-12-28,300-399,Negotiated Sows,1558.0,24.0,51.0,33.71,374.0,8337.0,531,2020,15
2020-12-29,2020-12-28,300-399,Swine/Pork Market Formula Sows,215.0,25.6,39.67,35.51,374.0,1912.0,531,2020,15
2020-12-29,2020-12-28,400-449,Combined Negotiated/Negotiated Formula Sows,1331.0,24.0,52.0,35.26,424.0,8337.0,531,2020,15
2020-12-29,2020-12-28,550/up,Negotiated Sows,688.0,40.0,48.0,43.22,583.0,8337.0,531,2020,15
2020-12-29,2020-12-28,400-449,Negotiated Formula Sows,,,,,,,531,2020,15
2020-12-29,2020-12-28,450-499,Negotiated Formula Sows,,,,,,,531,2020,15
2020-12-29,2020-12-28,200/up,Boars,418.0,,,,369.0,418.0,531,2020,15
2020-12-29,2020-12-28,450-499,Combined Negotiated/Negotiated Formula Sows,2595.0,24.0,46.75,41.31,476.0,8337.0,531,2020,15
2020-12-29,2020-12-28,500-549,Combined Negotiated/Negotiated Formula Sows,2165.0,24.0,48.5,43.01,523.0,8337.0,531,2020,15
2020-12-29,2020-12-28,550/up,Negotiated Formula Sows,,,,,,,531,2020,15
2020-12-29,2020-12-28,450-499,Swine/Pork Market Formula Sows,409.0,36.62,45.13,40.44,476.0,1912.0,531,2020,15
2020-12-29,2020-12-28,500-549,Negotiated Sows,2165.0,24.0,48.5,43.01,523.0,8337.0,531,2020,15
2020-12-29,2020-12-28,450-499,Negotiated Sows,2595.0,24.0,46.75,41.31,476.0,8337.0,531,2020,15
2020-12-29,2020-12-28,400-449,Negotiated Sows,1331.0,24.0,52.0,35.26,424.0,8337.0,531,2020,15
2020-12-29,2020-12-28,550/up,Combined Negotiated/Negotiated Formula Sows,688.0,40.0,48.0,43.22,583.0,8337.0,531,2020,15
2020-12-29,2020-12-28,300-399,Combined Negotiated/Negotiated Formula Sows,1558.0,24.0,51.0,33.71,374.0,8337.0,531,2020,15
2020-12-30,2020-12-29,450-499,Negotiated Sows,1736.0,29.0,49.25,39.21,473.0,6569.0,532,2020,16
2020-12-30,2020-12-29,300-399,Negotiated Sows,891.0,24.0,47.25,36.54,375.0,6569.0,532,2020,16
2020-12-30,2020-12-29,450-499,Swine/Pork Market Formula Sows,535.0,30.48,44.5,39.43,475.0,2126.0,532,2020,16
2020-12-30,2020-12-29,400-449,Negotiated Formula Sows,,,,,,,532,2020,16
2020-12-30,2020-12-29,300-399,Swine/Pork Market Formula Sows,153.0,25.48,38.66,36.27,376.0,2126.0,532,2020,16
2020-12-30,2020-12-29,550/up,Combined Negotiated/Negotiated Formula Sows,757.0,29.0,47.5,41.21,587.0,6569.0,532,2020,16
2020-12-30,2020-12-29,500-549,Negotiated Sows,1860.0,29.0,49.25,41.59,524.0,6569.0,532,2020,16
2020-12-30,2020-12-29,550/up,Negotiated Sows,757.0,29.0,47.5,41.21,587.0,6569.0,532,2020,16
2020-12-30,2020-12-29,450-499,Negotiated Formula Sows,,,,,,,532,2020,16
2020-12-30,2020-12-29,550/up,Swine/Pork Market Formula Sows,463.0,41.5,45.68,44.01,589.0,2126.0,532,2020,16
2020-12-30,2020-12-29,300-399,Negotiated Formula Sows,,,,,,,532,2020,16
2020-12-30,2020-12-29,550/up,Negotiated Formula Sows,,,,,,,532,2020,16
2020-12-30,2020-12-29,400-449,Negotiated Sows,1325.0,24.0,48.25,35.35,427.0,6569.0,532,2020,16
2020-12-30,2020-12-29,300-399,Combined Negotiated/Negotiated Formula Sows,891.0,24.0,47.25,36.54,375.0,6569.0,532,2020,16
2020-12-30,2020-12-29,500-549,Swine/Pork Market Formula Sows,604.0,41.15,44.5,42.74,523.0,2126.0,532,2020,16
2020-12-30,2020-12-29,200/up,Boars,406.0,,,,355.0,406.0,532,2020,16
2020-12-30,2020-12-29,500-549,Combined Negotiated/Negotiated Formula Sows,1860.0,29.0,49.25,41.59,524.0,6569.0,532,2020,16
2020-12-30,2020-12-29,450-499,Combined Negotiated/Negotiated Formula Sows,1736.0,29.0,49.25,39.21,473.0,6569.0,532,2020,16
2020-12-30,2020-12-29,400-449,Combined Negotiated/Negotiated Formula Sows,1325.0,24.0,48.25,35.35,427.0,6569.0,532,2020,16
2020-12-30,2020-12-29,500-549,Negotiated Formula Sows,,,,,,,532,2020,16
2020-12-30,2020-12-29,400-449,Swine/Pork Market Formula Sows,371.0,34.03,37.81,35.7,428.0,2126.0,532,2020,16
2020-12-31,2020-12-30,450-499,Combined Negotiated/Negotiated Formula Sows,1491.0,24.0,48.5,38.45,474.0,5547.0,533,2020,17
2020-12-31,2020-12-30,450-499,Negotiated Formula Sows,,,,,,,533,2020,17
2020-12-31,2020-12-30,400-449,Negotiated Sows,1085.0,24.0,47.5,34.63,426.0,5547.0,533,2020,17
2020-12-31,2020-12-30,400-449,Swine/Pork Market Formula Sows,396.0,33.48,36.76,34.72,428.0,2007.0,533,2020,17
2020-12-31,2020-12-30,300-399,Combined Negotiated/Negotiated Formula Sows,869.0,24.0,46.0,34.98,374.0,5547.0,533,2020,17
2020-12-31,2020-12-30,500-549,Combined Negotiated/Negotiated Formula Sows,1297.0,36.5,49.5,42.14,525.0,5547.0,533,2020,17
2020-12-31,2020-12-30,450-499,Swine/Pork Market Formula Sows,464.0,28.48,43.31,37.72,473.0,2007.0,533,2020,17
2020-12-31,2020-12-30,300-399,Swine/Pork Market Formula Sows,270.0,,,,360.0,2007.0,533,2020,17
2020-12-31,2020-12-30,450-499,Negotiated Sows,1491.0,24.0,48.5,38.45,474.0,5547.0,533,2020,17
2020-12-31,2020-12-30,400-449,Combined Negotiated/Negotiated Formula Sows,1085.0,24.0,47.5,34.63,426.0,5547.0,533,2020,17
2020-12-31,2020-12-30,550/up,Negotiated Formula Sows,,,,,,,533,2020,17
2020-12-31,2020-12-30,300-399,Negotiated Formula Sows,,,,,,,533,2020,17
2020-12-31,2020-12-30,550/up,Swine/Pork Market Formula Sows,340.0,38.87,45.22,42.15,589.0,2007.0,533,2020,17
2020-12-31,2020-12-30,550/up,Negotiated Sows,805.0,37.5,48.75,43.1,586.0,5547.0,533,2020,17
2020-12-31,2020-12-30,500-549,Negotiated Sows,1297.0,36.5,49.5,42.14,525.0,5547.0,533,2020,17
2020-12-31,2020-12-30,550/up,Combined Negotiated/Negotiated Formula Sows,805.0,37.5,48.75,43.1,586.0,5547.0,533,2020,17
2020-12-31,2020-12-30,400-449,Negotiated Formula Sows,,,,,,,533,2020,17
2020-12-31,2020-12-30,200/up,Boars,275.0,,,,323.0,275.0,533,2020,17
2020-12-31,2020-12-30,300-399,Negotiated Sows,869.0,24.0,46.0,34.98,374.0,5547.0,533,2020,17
2020-12-31,2020-12-30,500-549,Swine/Pork Market Formula Sows,537.0,39.24,45.01,42.65,524.0,2007.0,533,2020,17
2020-12-31,2020-12-30,500-549,Negotiated Formula Sows,,,,,,,533,2020,17
2021-01-04,2020-12-31,550/up,Combined Negotiated/Negotiated Formula Sows,189.0,40.0,46.5,42.63,578.0,3505.0,534,2021,1
2021-01-04,2020-12-31,500-549,Negotiated Sows,694.0,40.0,47.5,43.87,525.0,3505.0,534,2021,1
2021-01-04,2020-12-31,450-499,Swine/Pork Market Formula Sows,27.0,,,,470.0,324.0,534,2021,1
2021-01-04,2020-12-31,400-449,Negotiated Sows,1157.0,24.0,47.5,37.26,424.0,3505.0,534,2021,1
2021-01-04,2020-12-31,400-449,Swine/Pork Market Formula Sows,167.0,,,,426.0,324.0,534,2021,1
2021-01-04,2020-12-31,500-549,Swine/Pork Market Formula Sows,46.0,,,,512.0,324.0,534,2021,1
2021-01-04,2020-12-31,500-549,Combined Negotiated/Negotiated Formula Sows,694.0,40.0,47.5,43.87,525.0,3505.0,534,2021,1
2021-01-04,2020-12-31,300-399,Swine/Pork Market Formula Sows,56.0,,,,369.0,324.0,534,2021,1
2021-01-04,2020-12-31,450-499,Combined Negotiated/Negotiated Formula Sows,403.0,29.0,48.5,42.09,471.0,3505.0,534,2021,1
2021-01-04,2020-12-31,400-449,Negotiated Formula Sows,,,,,,,534,2021,1
2021-01-04,2020-12-31,550/up,Swine/Pork Market Formula Sows,28.0,,,,587.0,324.0,534,2021,1
2021-01-04,2020-12-31,300-399,Negotiated Formula Sows,,,,,,,534,2021,1
2021-01-04,2020-12-31,300-399,Negotiated Sows,1062.0,,,,367.0,3505.0,534,2021,1
2021-01-04,2020-12-31,300-399,Combined Negotiated/Negotiated Formula Sows,1062.0,,,,367.0,3505.0,534,2021,1
2021-01-04,2020-12-31,200/up,Boars,740.0,,,,349.0,740.0,534,2021,1
2021-01-04,2020-12-31,550/up,Negotiated Sows,189.0,40.0,46.5,42.63,578.0,3505.0,534,2021,1
2021-01-04,2020-12-31,450-499,Negotiated Sows,403.0,29.0,48.5,42.09,471.0,3505.0,534,2021,1
2021-01-04,2020-12-31,500-549,Negotiated Formula Sows,,,,,,,534,2021,1
2021-01-04,2020-12-31,400-449,Combined Negotiated/Negotiated Formula Sows,1157.0,24.0,47.5,37.26,424.0,3505.0,534,2021,1
2021-01-04,2020-12-31,550/up,Negotiated Formula Sows,,,,,,,534,2021,1
2021-01-04,2020-12-31,450-499,Negotiated Formula Sows,,,,,,,534,2021,1
2021-01-05,2021-01-04,500-549,Swine/Pork Market Formula Sows,612.0,41.42,45.88,42.98,524.0,1972.0,21,2021,2
2021-01-05,2021-01-04,300-399,Swine/Pork Market Formula Sows,213.0,33.2,38.72,35.91,367.0,1972.0,21,2021,2
2021-01-05,2021-01-04,300-399,Negotiated Sows,1248.0,24.0,42.5,35.25,374.0,6305.0,21,2021,2
2021-01-05,2021-01-04,450-499,Negotiated Formula Sows,,,,,,,21,2021,2
2021-01-05,2021-01-04,550/up,Swine/Pork Market Formula Sows,375.0,40.24,44.8,42.39,588.0,1972.0,21,2021,2
2021-01-05,2021-01-04,400-449,Combined Negotiated/Negotiated Formula Sows,1638.0,24.0,43.5,35.09,427.0,6305.0,21,2021,2
2021-01-05,2021-01-04,200/up,Boars,465.0,,,,389.0,465.0,21,2021,2
2021-01-05,2021-01-04,450-499,Negotiated Sows,1351.0,24.0,44.5,37.96,474.0,6305.0,21,2021,2
2021-01-05,2021-01-04,500-549,Negotiated Sows,1465.0,37.64,45.5,40.63,524.0,6305.0,21,2021,2
2021-01-05,2021-01-04,400-449,Negotiated Sows,1638.0,24.0,43.5,35.09,427.0,6305.0,21,2021,2
2021-01-05,2021-01-04,450-499,Combined Negotiated/Negotiated Formula Sows,1351.0,24.0,44.5,37.96,474.0,6305.0,21,2021,2
2021-01-05,2021-01-04,400-449,Negotiated Formula Sows,,,,,,,21,2021,2
2021-01-05,2021-01-04,500-549,Combined Negotiated/Negotiated Formula Sows,1465.0,37.64,45.5,40.63,524.0,6305.0,21,2021,2
2021-01-05,2021-01-04,550/up,Combined Negotiated/Negotiated Formula Sows,603.0,39.72,46.5,41.8,585.0,6305.0,21,2021,2
2021-01-05,2021-01-04,550/up,Negotiated Formula Sows,,,,,,,21,2021,2
2021-01-05,2021-01-04,400-449,Swine/Pork Market Formula Sows,344.0,28.8,39.45,35.7,426.0,1972.0,21,2021,2
2021-01-05,2021-01-04,300-399,Negotiated Formula Sows,,,,,,,21,2021,2
2021-01-05,2021-01-04,450-499,Swine/Pork Market Formula Sows,428.0,23.8,43.58,40.55,475.0,1972.0,21,2021,2
2021-01-05,2021-01-04,550/up,Negotiated Sows,603.0,39.72,46.5,41.8,585.0,6305.0,21,2021,2
2021-01-05,2021-01-04,300-399,Combined Negotiated/Negotiated Formula Sows,1248.0,24.0,42.5,35.25,374.0,6305.0,21,2021,2
2021-01-05,2021-01-04,500-549,Negotiated Formula Sows,,,,,,,21,2021,2
2021-01-06,2021-01-05,450-499,Swine/Pork Market Formula Sows,493.0,36.92,44.29,40.5,476.0,2038.0,22,2021,3
2021-01-06,2021-01-05,200/up,Boars,784.0,,,,293.0,784.0,22,2021,3
2021-01-06,2021-01-05,300-399,Negotiated Sows,1404.0,24.0,47.0,35.75,372.0,7356.0,22,2021,3
2021-01-06,2021-01-05,400-449,Negotiated Sows,1565.0,24.0,48.0,35.6,424.0,7356.0,22,2021,3
2021-01-06,2021-01-05,500-549,Negotiated Sows,1709.0,37.41,47.0,42.14,523.0,7356.0,22,2021,3
2021-01-06,2021-01-05,500-549,Combined Negotiated/Negotiated Formula Sows,1709.0,37.41,47.0,42.14,523.0,7356.0,22,2021,3
2021-01-06,2021-01-05,400-449,Swine/Pork Market Formula Sows,434.0,30.12,39.95,35.38,425.0,2038.0,22,2021,3
2021-01-06,2021-01-05,300-399,Negotiated Formula Sows,,,,,,,22,2021,3
2021-01-06,2021-01-05,500-549,Negotiated Formula Sows,,,,,,,22,2021,3
2021-01-06,2021-01-05,400-449,Negotiated Formula Sows,,,,,,,22,2021,3
2021-01-06,2021-01-05,550/up,Combined Negotiated/Negotiated Formula Sows,874.0,39.38,48.0,43.02,587.0,7356.0,22,2021,3
2021-01-06,2021-01-05,400-449,Combined Negotiated/Negotiated Formula Sows,1565.0,24.0,48.0,35.6,424.0,7356.0,22,2021,3
2021-01-06,2021-01-05,550/up,Negotiated Formula Sows,,,,,,,22,2021,3
2021-01-06,2021-01-05,550/up,Negotiated Sows,874.0,39.38,48.0,43.02,587.0,7356.0,22,2021,3
2021-01-06,2021-01-05,300-399,Combined Negotiated/Negotiated Formula Sows,1404.0,24.0,47.0,35.75,372.0,7356.0,22,2021,3
2021-01-06,2021-01-05,550/up,Swine/Pork Market Formula Sows,460.0,40.17,45.64,42.7,588.0,2038.0,22,2021,3
2021-01-06,2021-01-05,300-399,Swine/Pork Market Formula Sows,252.0,25.12,38.74,33.72,369.0,2038.0,22,2021,3
2021-01-06,2021-01-05,500-549,Swine/Pork Market Formula Sows,399.0,39.03,45.76,42.27,525.0,2038.0,22,2021,3
2021-01-06,2021-01-05,450-499,Negotiated Formula Sows,,,,,,,22,2021,3
2021-01-06,2021-01-05,450-499,Negotiated Sows,1804.0,24.0,45.5,39.57,473.0,7356.0,22,2021,3
2021-01-06,2021-01-05,450-499,Combined Negotiated/Negotiated Formula Sows,1804.0,24.0,45.5,39.57,473.0,7356.0,22,2021,3
2021-01-07,2021-01-06,450-499,Negotiated Formula Sows,,,,,,,23,2021,4
2021-01-07,2021-01-06,300-399,Combined Negotiated/Negotiated Formula Sows,1204.0,25.0,47.0,37.88,370.0,7716.0,23,2021,4
2021-01-07,2021-01-06,550/up,Combined Negotiated/Negotiated Formula Sows,1013.0,40.0,48.0,43.03,585.0,7716.0,23,2021,4
2021-01-07,2021-01-06,550/up,Negotiated Formula Sows,,,,,,,23,2021,4
2021-01-07,2021-01-06,500-549,Swine/Pork Market Formula Sows,634.0,39.98,43.14,41.6,524.0,2066.0,23,2021,4
2021-01-07,2021-01-06,550/up,Negotiated Sows,1013.0,40.0,48.0,43.03,585.0,7716.0,23,2021,4
2021-01-07,2021-01-06,500-549,Negotiated Sows,1925.0,25.0,46.16,41.71,524.0,7716.0,23,2021,4
2021-01-07,2021-01-06,500-549,Negotiated Formula Sows,,,,,,,23,2021,4
2021-01-07,2021-01-06,300-399,Swine/Pork Market Formula Sows,203.0,24.17,36.75,34.36,369.0,2066.0,23,2021,4
2021-01-07,2021-01-06,550/up,Swine/Pork Market Formula Sows,469.0,41.13,46.15,42.77,592.0,2066.0,23,2021,4
2021-01-07,2021-01-06,400-449,Negotiated Formula Sows,,,,,,,23,2021,4
2021-01-07,2021-01-06,400-449,Swine/Pork Market Formula Sows,415.0,29.17,36.8,33.73,428.0,2066.0,23,2021,4
2021-01-07,2021-01-06,400-449,Combined Negotiated/Negotiated Formula Sows,1766.0,25.0,48.0,37.46,425.0,7716.0,23,2021,4
2021-01-07,2021-01-06,300-399,Negotiated Formula Sows,,,,,,,23,2021,4
2021-01-07,2021-01-06,500-549,Combined Negotiated/Negotiated Formula Sows,1925.0,25.0,46.16,41.71,524.0,7716.0,23,2021,4
2021-01-07,2021-01-06,300-399,Negotiated Sows,1204.0,25.0,47.0,37.88,370.0,7716.0,23,2021,4
2021-01-07,2021-01-06,400-449,Negotiated Sows,1766.0,25.0,48.0,37.46,425.0,7716.0,23,2021,4
2021-01-07,2021-01-06,450-499,Combined Negotiated/Negotiated Formula Sows,1808.0,30.0,49.0,39.38,474.0,7716.0,23,2021,4
2021-01-07,2021-01-06,450-499,Negotiated Sows,1808.0,30.0,49.0,39.38,474.0,7716.0,23,2021,4
2021-01-07,2021-01-06,450-499,Swine/Pork Market Formula Sows,345.0,34.17,40.3,37.84,475.0,2066.0,23,2021,4
2021-01-07,2021-01-06,200/up,Boars,824.0,,,,341.0,824.0,23,2021,4
2021-01-08,2021-01-07,550/up,Negotiated Sows,926.0,25.0,48.0,43.32,583.0,7444.0,24,2021,5
2021-01-08,2021-01-07,300-399,Negotiated Sows,1450.0,25.0,45.0,35.61,375.0,7444.0,24,2021,5
2021-01-08,2021-01-07,400-449,Negotiated Sows,1325.0,25.0,45.0,36.75,426.0,7444.0,24,2021,5
2021-01-08,2021-01-07,400-449,Swine/Pork Market Formula Sows,538.0,29.67,37.1,34.55,427.0,2432.0,24,2021,5
2021-01-08,2021-01-07,300-399,Swine/Pork Market Formula Sows,291.0,24.67,37.25,35.01,373.0,2432.0,24,2021,5
2021-01-08,2021-01-07,450-499,Swine/Pork Market Formula Sows,450.0,34.67,41.57,39.13,474.0,2432.0,24,2021,5
2021-01-08,2021-01-07,400-449,Negotiated Formula Sows,,,,,,,24,2021,5
2021-01-08,2021-01-07,500-549,Negotiated Formula Sows,,,,,,,24,2021,5
2021-01-08,2021-01-07,550/up,Swine/Pork Market Formula Sows,557.0,40.63,45.02,42.85,588.0,2432.0,24,2021,5
2021-01-08,2021-01-07,300-399,Combined Negotiated/Negotiated Formula Sows,1450.0,25.0,45.0,35.61,375.0,7444.0,24,2021,5
2021-01-08,2021-01-07,500-549,Combined Negotiated/Negotiated Formula Sows,1721.0,31.68,49.03,42.66,525.0,7444.0,24,2021,5
2021-01-08,2021-01-07,300-399,Negotiated Formula Sows,,,,,,,24,2021,5
2021-01-08,2021-01-07,200/up,Boars,589.0,,,,337.0,589.0,24,2021,5
2021-01-08,2021-01-07,450-499,Negotiated Formula Sows,,,,,,,24,2021,5
2021-01-08,2021-01-07,450-499,Combined Negotiated/Negotiated Formula Sows,2022.0,25.0,46.97,39.81,477.0,7444.0,24,2021,5
2021-01-08,2021-01-07,400-449,Combined Negotiated/Negotiated Formula Sows,1325.0,25.0,45.0,36.75,426.0,7444.0,24,2021,5
2021-01-08,2021-01-07,500-549,Swine/Pork Market Formula Sows,596.0,39.39,44.14,42.18,524.0,2432.0,24,2021,5
2021-01-08,2021-01-07,550/up,Negotiated Formula Sows,,,,,,,24,2021,5
2021-01-08,2021-01-07,550/up,Combined Negotiated/Negotiated Formula Sows,926.0,25.0,48.0,43.32,583.0,7444.0,24,2021,5
2021-01-08,2021-01-07,450-499,Negotiated Sows,2022.0,25.0,46.97,39.81,477.0,7444.0,24,2021,5
2021-01-08,2021-01-07,500-549,Negotiated Sows,1721.0,31.68,49.03,42.66,525.0,7444.0,24,2021,5
2021-01-11,2021-01-08,400-449,Negotiated Formula Sows,,,,,,,25,2021,6
2021-01-11,2021-01-08,450-499,Negotiated Sows,2127.0,25.0,48.75,41.16,473.0,7821.0,25,2021,6
2021-01-11,2021-01-08,500-549,Negotiated Formula Sows,,,,,,,25,2021,6
