report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,total_lbs,lbs_day1,usd_day1,lbs_day2,usd_day2,weekof_year,year,indexby_year,amount
2008-07-29,2008-07-28,Prod. Sold Negotiated,41721,82.33,192.99,82.33,8051735.79,662899407.5907,10881349.96,887918156.736,312,2008,148,81.91044950645197
2008-07-30,2008-07-29,Prod. Sold Swine or Pork Market Formula,140104,82.48,194.25,82.48,27215202.0,2244709860.96,27511895.94,2259276894.5928,313,2008,149,82.29902415967209
2008-07-30,2008-07-29,Prod. Sold Negotiated,33063,82.03,191.86,82.03,6343467.180000001,520354612.7754,8051735.79,662899407.5907,313,2008,149,82.19780039448099
2008-07-31,2008-07-30,Prod. Sold Swine or Pork Market Formula,145290,82.53,194.88,82.53,28314115.2,2336763927.456,27215202.0,2244709860.96,314,2008,150,82.50549474460313
2008-07-31,2008-07-30,Prod. Sold Negotiated,29497,81.9,190.1,81.9,5607379.7,459244397.43000007,6343467.180000001,520354612.7754,314,2008,150,81.96900353938766
2008-08-01,2008-07-31,Prod. Sold Swine or Pork Market Formula,148083,82.37,195.23,82.37,28910244.09,2381336805.6933,28314115.2,2336763927.456,315,2008,151,82.44916660821033
2008-08-01,2008-07-31,Prod. Sold Negotiated,31526,81.88,192.58,81.88,6071277.08,497116167.3104,5607379.7,459244397.43000007,315,2008,151,81.88960278190484
2008-08-04,2008-08-01,Prod. Sold Swine or Pork Market Formula,137437,82.54,194.94,82.54,26791968.78,2211409103.1012,28910244.09,2381336805.6933,321,2008,152,82.45176757184188
2008-08-04,2008-08-01,Prod. Sold Negotiated,42848,82.02,193.25,82.02,8280376.0,679156439.52,6071277.08,497116167.3104,321,2008,152,81.96077485105987
2008-08-05,2008-08-04,Prod. Sold Negotiated,24712,82.48,189.52,82.48,4683418.24,386288336.4352,8280376.0,679156439.52,322,2008,153,82.18618378466333
2008-08-05,2008-08-04,Prod. Sold Swine or Pork Market Formula,136404,83.04,194.59,83.04,26542854.36,2204118626.0544,26791968.78,2211409103.1012,322,2008,153,82.7888323087744
2008-08-06,2008-08-05,Prod. Sold Negotiated,32177,82.81,190.42,82.81,6127144.34,507388822.7954,4683418.24,386288336.4352,323,2008,154,82.66703537556323
2008-08-06,2008-08-05,Prod. Sold Swine or Pork Market Formula,148868,83.92,194.16,83.92,28904210.88,2425641377.0496,26542854.36,2204118626.0544,323,2008,154,83.49873853673414
2008-08-07,2008-08-06,Prod. Sold Swine or Pork Market Formula,141580,84.67,194.91,84.67,27595357.8,2336498944.926,28904210.88,2425641377.0496,324,2008,155,84.2863128557179
2008-08-07,2008-08-06,Prod. Sold Negotiated,25330,84.04,189.56,84.04,4801554.8,403522665.392,6127144.34,507388822.7954,324,2008,155,83.35040397016547
2008-08-08,2008-08-07,Prod. Sold Swine or Pork Market Formula,151293,85.77,194.98,85.77,29499109.14,2530138590.9377995,27595357.8,2336498944.926,325,2008,156,85.2383391367521
2008-08-08,2008-08-07,Prod. Sold Negotiated,34622,85.1,191.7,85.1,6637037.4,564811882.7399999,4801554.8,403522665.392,325,2008,156,84.6550459358102
2008-08-11,2008-08-08,Prod. Sold Negotiated,55249,86.79,193.25,86.79,10676869.25,926645482.2075,6637037.4,564811882.7399999,331,2008,157,86.14216277685085
2008-08-11,2008-08-08,Prod. Sold Swine or Pork Market Formula,168415,87.31,195.25,87.31,32883028.75,2871017240.1625,29499109.14,2530138590.9377995,331,2008,157,86.5817686566673
2008-08-12,2008-08-11,Prod. Sold Swine or Pork Market Formula,137777,88.56,194.32,88.56,26772826.64,2371001527.2384,32883028.75,2871017240.1625,332,2008,158,87.87098488708637
2008-08-12,2008-08-11,Prod. Sold Negotiated,36903,88.42,190.69,88.42000000000002,7037033.07,622214464.0494001,10676869.25,926645482.2075,332,2008,158,87.43753455771005
2008-08-13,2008-08-12,Prod. Sold Negotiated,35011,89.16,191.13,89.16000000000001,6691652.43,596627730.6588,7037033.07,622214464.0494001,333,2008,159,88.78069169172822
2008-08-13,2008-08-12,Prod. Sold Swine or Pork Market Formula,139985,88.54,194.68,88.54,27252279.8,2412916853.492,26772826.64,2371001527.2384,333,2008,159,88.549911253639
2008-08-14,2008-08-13,Prod. Sold Swine or Pork Market Formula,141377,88.99,195.07,88.99,27578411.39,2454202829.5961,27252279.8,2412916853.492,334,2008,160,88.76633829441427
2008-08-14,2008-08-13,Prod. Sold Negotiated,26636,88.74,191.08,88.74,5089606.88,451651714.5312,6691652.43,596627730.6588,334,2008,160,88.97855633312602
2008-08-15,2008-08-14,Prod. Sold Negotiated,31765,88.32,190.85,88.32,6062350.25,535426774.08,5089606.88,451651714.5312,335,2008,161,88.51168248807643
2008-08-15,2008-08-14,Prod. Sold Swine or Pork Market Formula,147804,88.85,195.22,88.85,28854296.88,2563704277.788,27578411.39,2454202829.5961,335,2008,161,88.91841737199866
2008-08-18,2008-08-15,Prod. Sold Swine or Pork Market Formula,170000,88.85,195.24,88.85,33190800.0,2949002580.0,28854296.88,2563704277.788,341,2008,162,88.85000000000002
2008-08-18,2008-08-15,Prod. Sold Negotiated,47180,88.41,193.23,88.41,9116591.4,805997845.674,6062350.25,535426774.08,341,2008,162,88.37405470584966
2008-08-19,2008-08-18,Prod. Sold Swine or Pork Market Formula,154461,88.58,194.83,88.58,30093636.630000003,2665694332.6854,33190800.0,2949002580.0,342,2008,163,88.72160694915236
2008-08-19,2008-08-18,Prod. Sold Negotiated,36538,87.99,189.93,87.99,6939662.34,610620889.2966,9116591.4,805997845.674,342,2008,163,88.22847209006552
2008-08-20,2008-08-19,Prod. Sold Negotiated,33477,88.03,190.69,88.03,6383729.13,561959675.3139,6939662.34,610620889.2966,343,2008,164,88.00916547793217
2008-08-20,2008-08-19,Prod. Sold Swine or Pork Market Formula,149006,88.84,194.96,88.84,29050209.76,2580820635.0784,30093636.630000003,2665694332.6854,343,2008,164,88.70770651553154
2008-08-21,2008-08-20,Prod. Sold Negotiated,30883,88.11,190.41,88.11,5880432.03,518124866.1633,6383729.13,561959675.3139,344,2008,165,88.06835847851822
2008-08-21,2008-08-20,Prod. Sold Swine or Pork Market Formula,152955,88.19,194.87,88.19,29806340.85,2628621199.5615,29050209.76,2580820635.0784,344,2008,165,88.51082471956472
2008-08-22,2008-08-21,Prod. Sold Negotiated,36718,87.39,193.21,87.39,7094284.78,619969546.9242,5880432.03,518124866.1633,345,2008,166,87.71632011346382
2008-08-22,2008-08-21,Prod. Sold Swine or Pork Market Formula,159093,87.43,196.17,87.43,31209273.81,2728626809.2083,29806340.85,2628621199.5615,345,2008,166,87.80126265419483
2008-08-25,2008-08-22,Prod. Sold Negotiated,46858,87.09,192.92,87.09,9039845.36,787280132.4024,7094284.78,619969546.9242,351,2008,167,87.22191200365513
2008-08-25,2008-08-22,Prod. Sold Swine or Pork Market Formula,191228,86.32,195.79,86.32,37440530.12,3231866559.9584,31209273.81,2728626809.2083,351,2008,167,86.82462334844281
2008-08-26,2008-08-25,Prod. Sold Negotiated,33724,84.85,191.28,84.85,6450726.72,547344162.1919999,9039845.36,787280132.4024,352,2008,168,86.15719856580017
2008-08-26,2008-08-25,Prod. Sold Swine or Pork Market Formula,144049,84.79,195.01,84.79000000000002,28090995.49,2381835507.5971003,37440530.12,3231866559.9584,352,2008,168,85.6641443229098
2008-08-27,2008-08-26,Prod. Sold Swine or Pork Market Formula,149321,83.55,196.25,83.55,29304246.25,2448369774.1875,28090995.49,2381835507.5971003,353,2008,169,84.15689411441795
2008-08-27,2008-08-26,Prod. Sold Negotiated,31128,82.95,191.07,82.95,5947626.96,493355656.332,6450726.72,547344162.1919999,353,2008,169,83.93854905129629
2008-08-28,2008-08-27,Prod. Sold Negotiated,26682,80.41,191.08,80.41,5098396.5600000005,409962067.3896,5947626.96,493355656.332,354,2008,170,81.77763899253404
2008-08-28,2008-08-27,Prod. Sold Swine or Pork Market Formula,159215,81.58,195.78,81.58,31171112.7,2542939374.066,29304246.25,2448369774.1875,354,2008,170,82.5345931783593
2008-08-29,2008-08-28,Prod. Sold Swine or Pork Market Formula,151180,79.68,195.74,79.67999999999998,29591973.200000003,2357888424.576,31171112.7,2542939374.066,355,2008,171,80.65468904438903
2008-08-29,2008-08-28,Prod. Sold Negotiated,26564,77.9,190.63,77.9,5063895.32,394477445.428,5098396.5600000005,409962067.3896,355,2008,171,79.15926075699372
2008-09-02,2008-08-29,Prod. Sold Swine or Pork Market Formula,180363,77.13,196.32,77.13,35408864.16,2731085692.6607995,29591973.200000003,2357888424.576,362,2008,172,78.29090091643089
2008-09-02,2008-09-01,Prod. Sold Swine or Pork Market Formula,180363,77.13,196.32,77.13,35408864.16,2731085692.6607995,35408864.16,2731085692.6607995,362,2008,172,77.13
2008-09-02,2008-08-29,Prod. Sold Negotiated,45307,75.89,192.95,75.89,8741985.65,663429290.9785,5063895.32,394477445.428,362,2008,172,76.6272531760427
2008-09-02,2008-09-01,Prod. Sold Negotiated,45307,75.89,192.95,75.89,8741985.65,663429290.9785,8741985.65,663429290.9785,362,2008,172,75.89
2008-09-03,2008-09-02,Prod. Sold Swine or Pork Market Formula,146297,74.95,195.92,74.95,28662508.24,2148254992.588,35408864.16,2731085692.6607995,363,2008,173,76.15477088249166
2008-09-03,2008-09-02,Prod. Sold Negotiated,22302,72.03,193.49,72.03,4315213.98,310824862.97940004,8741985.65,663429290.9785,363,2008,173,74.6143263153816
2008-09-04,2008-09-03,Prod. Sold Negotiated,23979,72.13,191.05,72.13,4581187.95,330441086.8335,4315213.98,310824862.97940004,364,2008,174,72.08149484011679
2008-09-04,2008-09-03,Prod. Sold Swine or Pork Market Formula,145542,74.65,196.84,74.65,28648487.28,2138609575.452,28662508.24,2148254992.588,364,2008,174,74.80003669704182
2008-09-05,2008-09-04,Prod. Sold Swine or Pork Market Formula,149725,74.34,198.23,74.34,29679986.75,2206410214.995,28648487.28,2138609575.452,365,2008,175,74.49225893021362
2008-09-05,2008-09-04,Prod. Sold Negotiated,23707,71.93,192.04,71.93,4552692.28,327475155.70040005,4581187.95,330441086.8335,365,2008,175,72.03031197770589
2008-09-08,2008-09-05,Prod. Sold Swine or Pork Market Formula,252778,74.67,197.94,74.67,50034877.32,3736104289.4844,29679986.75,2206410214.995,371,2008,176,74.5471321290983
2008-09-08,2008-09-05,Prod. Sold Negotiated,68779,73.1,195.27,73.1,13430475.33,981767746.623,4552692.28,327475155.70040005,371,2008,176,72.80379801361369
2008-09-09,2008-09-08,Prod. Sold Swine or Pork Market Formula,138004,74.58,196.86,74.58,27167467.44,2026149721.6752,50034877.32,3736104289.4844,372,2008,177,74.63832904392734
2008-09-09,2008-09-08,Prod. Sold Negotiated,32572,73.08,192.47,73.08,6269132.84,458148227.9472,13430475.33,981767746.623,372,2008,177,73.0936352715385
2008-09-10,2008-09-09,Prod. Sold Swine or Pork Market Formula,144227,74.09,196.6,74.09,28355028.2,2100824039.338,27167467.44,2026149721.6752,373,2008,178,74.32975973868166
2008-09-10,2008-09-09,Prod. Sold Negotiated,30001,72.61,192.83,72.61,5785092.83,420055590.3863,6269132.84,458148227.9472,373,2008,178,72.85443647526304
2008-09-11,2008-09-10,Prod. Sold Swine or Pork Market Formula,148609,72.99,198.18,72.99,29451331.62,2149652694.9438,28355028.2,2100824039.338,374,2008,179,73.52956919475855
2008-09-11,2008-09-10,Prod. Sold Negotiated,27993,72.25,192.61,72.25,5391731.73,389552617.4925,5785092.83,420055590.3863,374,2008,179,72.43633498339531
2008-09-12,2008-09-11,Prod. Sold Swine or Pork Market Formula,158957,72.9,198.65,72.9,31576808.05,2301949306.8450003,29451331.62,2149652694.9438,375,2008,180,72.94343274856702
2008-09-12,2008-09-11,Prod. Sold Negotiated,29473,71.66,194.66,71.66,5737214.18,411128768.1388,5391731.73,389552617.4925,375,2008,180,71.94584214052487
2008-09-15,2008-09-12,Prod. Sold Swine or Pork Market Formula,185060,72.34,198.85,72.34,36799181.0,2662052753.54,31576808.05,2301949306.8450003,381,2008,181,72.59861435795933
2008-09-15,2008-09-12,Prod. Sold Negotiated,41450,71.72,196.24,71.72,8134148.0,583381094.56,5737214.18,411128768.1388,381,2008,181,71.6951839187577
2008-09-16,2008-09-15,Prod. Sold Negotiated,35976,70.45,193.87,70.45,6974667.12,491365298.604,8134148.0,583381094.56,382,2008,182,71.13373117798797
2008-09-16,2008-09-15,Prod. Sold Swine or Pork Market Formula,144205,71.63,197.0,71.63,28408385.0,2034892617.55,36799181.0,2662052753.54,382,2008,182,72.03068078158293
2008-09-17,2008-09-16,Prod. Sold Negotiated,26950,68.75,194.04,68.75,5229378.0,359519737.5,6974667.12,491365298.604,383,2008,183,69.72155770790857
2008-09-17,2008-09-16,Prod. Sold Swine or Pork Market Formula,139511,70.82,198.22,70.82,27653870.42,1958447103.1444,28408385.0,2034892617.55,383,2008,183,71.23045069766835
2008-09-18,2008-09-17,Prod. Sold Negotiated,25800,68.03,191.05,68.03,4929090.0,335325992.7,5229378.0,359519737.5,384,2008,184,68.40064173062316
2008-09-18,2008-09-17,Prod. Sold Swine or Pork Market Formula,153469,70.24,198.45,70.24,30455923.05,2139224035.032,27653870.42,1958447103.1444,384,2008,184,70.51601620804038
2008-09-19,2008-09-18,Prod. Sold Swine or Pork Market Formula,150474,69.9,198.64,69.9,29890155.36,2089321859.664,30455923.05,2139224035.032,385,2008,185,70.07159381537018
2008-09-19,2008-09-18,Prod. Sold Negotiated,29076,67.15,192.65,67.15,5601491.4,376140147.5100001,4929090.0,335325992.7,385,2008,185,67.5619050064985
2008-09-22,2008-09-19,Prod. Sold Negotiated,56805,68.46,197.21,68.46,11202514.05,766924111.863,5601491.4,376140147.5100001,391,2008,186,68.02332115245773
2008-09-22,2008-09-19,Prod. Sold Swine or Pork Market Formula,207128,70.33,198.75,70.33,41166690.0,2895253307.7,29890155.36,2089321859.664,391,2008,186,70.14911993503677
2008-09-23,2008-09-22,Prod. Sold Negotiated,42482,68.89,197.99,68.89,8411011.18,579434560.1902,11202514.05,766924111.863,392,2008,187,68.64440003849323
2008-09-23,2008-09-22,Prod. Sold Swine or Pork Market Formula,141024,70.71,197.67,70.71,27876214.08,1971127097.5968,41166690.0,2895253307.7,392,2008,187,70.48342577910869
2008-09-24,2008-09-23,Prod. Sold Swine or Pork Market Formula,139316,71.65,198.28,71.65,27623576.48,1979229254.7920003,27876214.08,1971127097.5968,393,2008,188,71.17786053837676
2008-09-24,2008-09-23,Prod. Sold Negotiated,35644,70.23,196.84,70.23,7016164.96,492745265.1408,8411011.18,579434560.1902,393,2008,188,69.49942203298133
2008-09-25,2008-09-24,Prod. Sold Swine or Pork Market Formula,151822,71.96,198.41,71.95999999999998,30123003.02,2167651297.3192,27623576.48,1979229254.7920003,394,2008,189,71.81170881491258
2008-09-25,2008-09-24,Prod. Sold Negotiated,32733,70.97,194.99,70.97,6382607.67,452973666.3399,7016164.96,492745265.1408,394,2008,189,70.58250465145031
2008-09-26,2008-09-25,Prod. Sold Negotiated,29184,71.21,194.53,71.21,5677163.5200000005,404270814.2592,6382607.67,452973666.3399,395,2008,190,71.08298052204587
2008-09-26,2008-09-25,Prod. Sold Swine or Pork Market Formula,150105,72.11,199.47,72.11,29941444.35,2159077552.0785003,30123003.02,2167651297.3192,395,2008,190,72.03477329517132
2008-09-29,2008-09-26,Prod. Sold Swine or Pork Market Formula,211369,72.54,200.4,72.54,42358347.6,3072674534.9040003,29941444.35,2159077552.0785003,401,2008,191,72.36192450734292
2008-09-29,2008-09-26,Prod. Sold Negotiated,59128,71.8,196.39,71.8,11612147.92,833752220.656,5677163.5200000005,404270814.2592,401,2008,191,71.60626605701307
2008-09-30,2008-09-29,Prod. Sold Swine or Pork Market Formula,134537,72.73,198.85,72.73,26752682.45,1945722594.5885,42358347.6,3072674534.9040003,402,2008,192,72.61354845763148
2008-09-30,2008-09-29,Prod. Sold Negotiated,40055,71.55,196.47,71.55,7869605.85,563070298.5675,11612147.92,833752220.656,402,2008,192,71.69901312347302
2008-10-01,2008-09-30,Prod. Sold Swine or Pork Market Formula,148790,72.91,198.66,72.91,29558621.4,2155119086.274,26752682.45,1945722594.5885,403,2008,193,72.82448461477952
2008-10-01,2008-09-30,Prod. Sold Negotiated,32149,71.76,196.54,71.76,6318564.46,453420185.6496,7869605.85,563070298.5675,403,2008,193,71.64352146947833
2008-10-02,2008-10-01,Prod. Sold Swine or Pork Market Formula,148640,72.64,199.85,72.64,29705704.0,2157822338.56,29558621.4,2155119086.274,404,2008,194,72.77466495609515
2008-10-02,2008-10-01,Prod. Sold Negotiated,29255,72.07,193.97,72.07,5674592.35,408967870.6645,6318564.46,453420185.6496,404,2008,194,71.90667728075009
2008-10-03,2008-10-02,Prod. Sold Negotiated,30074,71.18,194.17,71.18,5839468.58,415653373.52440006,5674592.35,408967870.6645,405,2008,195,71.6186277979771
2008-10-03,2008-10-02,Prod. Sold Swine or Pork Market Formula,149416,72.0,200.07,72.0,29893659.12,2152343456.64,29705704.0,2157822338.56,405,2008,195,72.31899083420944
2008-10-06,2008-10-03,Prod. Sold Negotiated,47400,71.05,197.74,71.05,9372876.0,665942839.8,5839468.58,415653373.52440006,411,2008,196,71.09990229556054
2008-10-06,2008-10-03,Prod. Sold Swine or Pork Market Formula,214501,71.09,200.91,71.09,43095395.91,3063651695.2419,29893659.12,2152343456.64,411,2008,196,71.46270286329941
2008-10-07,2008-10-06,Prod. Sold Negotiated,30047,68.91,194.9,68.91,5856160.3,403548006.273,9372876.0,665942839.8,412,2008,197,70.22708627157189
2008-10-07,2008-10-06,Prod. Sold Swine or Pork Market Formula,145708,70.47,199.17,70.47,29020662.36,2045086076.5092,43095395.91,3063651695.2419,412,2008,197,70.8405020227834
2008-10-08,2008-10-07,Prod. Sold Swine or Pork Market Formula,155336,70.15,199.79,70.15,31034579.44,2177075747.716,29020662.36,2045086076.5092,413,2008,198,70.3046344944564
2008-10-08,2008-10-07,Prod. Sold Negotiated,28599,68.37,194.84,68.37,5572229.16,380973307.66920006,5856160.3,403548006.273,413,2008,198,68.64670797998862
2008-10-09,2008-10-08,Prod. Sold Swine or Pork Market Formula,157964,69.81,200.21,69.81,31625972.44,2207809136.0364003,31034579.44,2177075747.716,414,2008,199,69.97839553264402
2008-10-09,2008-10-08,Prod. Sold Negotiated,23451,68.15,192.81,68.15,4521587.31,308146175.1765,5572229.16,380973307.66920006,414,2008,199,68.2714496438333
2008-10-10,2008-10-09,Prod. Sold Swine or Pork Market Formula,152069,68.51,200.68,68.51,30517206.92,2090733846.0892005,31625972.44,2207809136.0364003,415,2008,200,69.17159737231701
2008-10-10,2008-10-09,Prod. Sold Negotiated,28869,67.53,194.29,67.53,5608958.01,378772934.4153,4521587.31,308146175.1765,415,2008,200,67.8067258862823
2008-10-13,2008-10-10,Prod. Sold Swine or Pork Market Formula,232566,67.31,201.3,67.31,46815535.8,3151153714.6980004,30517206.92,2090733846.0892005,421,2008,201,67.7835464825888
2008-10-13,2008-10-10,Prod. Sold Negotiated,60816,66.36,198.4,66.36,12065894.4,800692752.384,5608958.01,378772934.4153,421,2008,201,66.73128914683255
2008-10-14,2008-10-13,Prod. Sold Negotiated,28302,64.22,194.47,64.22,5503889.94,353459811.9468,12065894.4,800692752.384,422,2008,202,65.68962612154635
2008-10-14,2008-10-13,Prod. Sold Swine or Pork Market Formula,145620,66.2,200.73,66.2,29230302.6,1935046032.12,46815535.8,3151153714.6980004,422,2008,202,66.88334107206056
2008-10-15,2008-10-14,Prod. Sold Swine or Pork Market Formula,157599,65.95,201.53,65.95,31760926.47,2094633100.6965,29230302.6,1935046032.12,423,2008,203,66.06981354961077
2008-10-15,2008-10-14,Prod. Sold Negotiated,28303,64.12,195.36,64.12,5529274.08,354537054.00960004,5503889.94,353459811.9468,423,2008,203,64.16988496436764
2008-10-16,2008-10-15,Prod. Sold Swine or Pork Market Formula,154973,65.37,201.03,65.37,31154222.19,2036551504.5603,31760926.47,2094633100.6965,424,2008,204,65.66279653223346
2008-10-16,2008-10-15,Prod. Sold Negotiated,26312,63.51,195.88,63.51,5153994.56,327330194.5056,5529274.08,354537054.00960004,424,2008,204,63.82571397317216
2008-10-17,2008-10-16,Prod. Sold Swine or Pork Market Formula,160570,64.28,201.43,64.28,32343615.1,2079047578.628,31154222.19,2036551504.5603,425,2008,205,64.81479147694448
2008-10-17,2008-10-16,Prod. Sold Negotiated,24878,62.84,194.89,62.84,4848473.42,304678069.7128,5153994.56,327330194.5056,425,2008,205,63.18523243284604
2008-10-20,2008-10-17,Prod. Sold Swine or Pork Market Formula,228327,63.51,202.27,63.510000000000005,46183702.29,2933126932.4379,32343615.1,2079047578.628,431,2008,206,63.82714547822018
2008-10-20,2008-10-17,Prod. Sold Negotiated,62087,62.59,198.44,62.59000000000001,12320544.28,771142866.4852,4848473.42,304678069.7128,431,2008,206,62.66059916741772
2008-10-21,2008-10-20,Prod. Sold Swine or Pork Market Formula,139967,62.72,200.15,62.72,28014395.05,1757062857.536,46183702.29,2933126932.4379,432,2008,207,63.21172588135128
2008-10-21,2008-10-20,Prod. Sold Negotiated,25339,60.59,195.54,60.59000000000001,4954788.06,300210608.5554,12320544.28,771142866.4852,432,2008,207,62.016374212375936
2008-10-22,2008-10-21,Prod. Sold Negotiated,24487,59.63,197.09,59.63,4826142.83,287782896.9529,4954788.06,300210608.5554,433,2008,208,60.11631327540236
2008-10-22,2008-10-21,Prod. Sold Swine or Pork Market Formula,150356,62.16,201.37,62.16,30277187.720000003,1882029988.6752,28014395.05,1757062857.536,433,2008,208,62.42913081584866
2008-10-23,2008-10-22,Prod. Sold Negotiated,28311,59.01,195.16,59.01,5525174.76,326040562.5876,4826142.83,287782896.9529,434,2008,209,59.29906547679405
2008-10-23,2008-10-22,Prod. Sold Swine or Pork Market Formula,151595,61.59,200.76,61.59,30434212.2,1874443129.398,30277187.720000003,1882029988.6752,434,2008,209,61.87426287358126
2008-10-24,2008-10-23,Prod. Sold Swine or Pork Market Formula,147990,61.18,201.09,61.18,29759309.1,1820674530.738,30434212.2,1874443129.398,435,2008,210,61.38729850542903
2008-10-24,2008-10-23,Prod. Sold Negotiated,27366,58.84,194.73,58.84,5328981.18,313557252.6312,5525174.76,326040562.5876,435,2008,210,58.92653641189534
2008-10-27,2008-10-24,Prod. Sold Negotiated,56968,59.22,198.58,59.22,11312705.44,669938416.1568,5328981.18,313557252.6312,441,2008,211,59.09831685005015
2008-10-27,2008-10-24,Prod. Sold Swine or Pork Market Formula,191587,60.91,203.04,60.91,38899824.48,2369388309.0768,29759309.1,1820674530.738,441,2008,211,61.02702759761217
2008-10-28,2008-10-27,Prod. Sold Swine or Pork Market Formula,136939,60.52,201.57,60.52,27602794.23,1670521106.7996,38899824.48,2369388309.0768,442,2008,212,60.74812532561096
2008-10-28,2008-10-27,Prod. Sold Negotiated,29062,58.69,195.93,58.69,5694117.66,334187765.4654,11312705.44,669938416.1568,442,2008,212,59.04254872988006
2008-10-29,2008-10-28,Prod. Sold Negotiated,30621,58.32,197.92,58.32,6060508.32,353448845.22239995,5694117.66,334187765.4654,443,2008,213,58.49923356623891
