report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,total_lbs,lbs_day1,usd_day1,lbs_day2,usd_day2,weekof_year,year,indexby_year,amount
2023-12-28,2023-12-27,Prod. Sold Swine or Pork Market Formula,129180,65.67,215.88,65.67,27887378.4,1831364139.528,23311453.76,1550211675.04,534,2023,253,66.04790913980878
2023-12-28,2023-12-27,Prod. Sold Negotiated,3427,47.5,211.3,47.50000000000001,724125.1000000002,34395942.25000001,647527.38,30971234.5854,534,2023,253,47.655785841177504
2023-12-29,2023-12-28,Prod. Sold Negotiated,3451,47.87,216.48,47.86999999999999,747072.48,35762359.617599994,724125.1000000002,34395942.25000001,535,2023,254,47.687885584749246
2023-12-29,2023-12-28,Prod. Sold Swine or Pork Market Formula,121445,65.99,217.01,65.99,26354779.45,1739151895.9055,27887378.4,1831364139.528,535,2023,254,65.82547923899565
2024-01-02,2023-12-29,Prod. Sold Swine or Pork Market Formula,199795,65.36,217.2,65.36,43395474.0,2836328180.64,26354779.45,1739151895.9055,12,2024,1,65.59804230425344
2024-01-02,2023-12-29,Prod. Sold Negotiated,6465,46.45,212.34,46.45,1372778.1,63765542.745000005,747072.48,35762359.617599994,12,2024,1,46.9504328756039
2024-01-03,2024-01-02,Prod. Sold Negotiated,3019,44.06,218.12,44.06,658504.28,29013698.576800004,1372778.1,63765542.745000005,13,2024,2,45.67520608424714
2024-01-03,2024-01-02,Prod. Sold Swine or Pork Market Formula,138997,66.25,216.58,66.25,30103970.26,1994388029.725,43395474.0,2836328180.64,13,2024,2,65.72452702195437
2024-01-04,2024-01-03,Prod. Sold Negotiated,2199,43.65,216.83,43.65,476809.17,20812720.2705,658504.28,29013698.576800004,14,2024,3,43.887808117925495
2024-01-04,2024-01-03,Prod. Sold Swine or Pork Market Formula,120074,66.36,217.2,66.36,26080072.8,1730673631.008,30103970.26,1994388029.725,14,2024,3,66.3010609036259
2024-01-05,2024-01-04,Prod. Sold Swine or Pork Market Formula,128565,66.32,216.99,66.32,27897319.35,1850150219.292,26080072.8,1730673631.008,15,2024,4,66.33932666382067
2024-01-05,2024-01-04,Prod. Sold Negotiated,3477,45.26,217.64,45.26,756734.2799999998,34249793.51279999,476809.17,20812720.2705,15,2024,4,44.63767675415082
2024-01-08,2024-01-05,Prod. Sold Negotiated,7604,45.57,217.62,45.57,1654782.48,75408437.6136,756734.2799999998,34249793.51279999,21,2024,5,45.47272195877254
2024-01-08,2024-01-05,Prod. Sold Swine or Pork Market Formula,240088,66.37,218.19,66.37,52384800.72,3476779223.7864003,27897319.35,1850150219.292,21,2024,5,66.35262544678338
2024-01-09,2024-01-08,Prod. Sold Negotiated,3887,43.28,219.3,43.28,852419.1000000002,36892698.648,1654782.48,75408437.6136,22,2024,6,44.791426887023576
2024-01-09,2024-01-08,Prod. Sold Swine or Pork Market Formula,122565,66.76,216.08,66.76,26483845.200000003,1768061505.5520003,52384800.72,3476779223.7864003,22,2024,6,66.50096078305285
2024-01-10,2024-01-09,Prod. Sold Negotiated,2821,42.46,218.89,42.46,617488.69,26218569.7774,852419.1000000002,36892698.648,23,2024,7,42.93552891872218
2024-01-10,2024-01-09,Prod. Sold Swine or Pork Market Formula,110261,67.59,215.17,67.59,23724859.37,1603563244.8183,26483845.200000003,1768061505.5520003,23,2024,7,67.15219560523906
2024-01-11,2024-01-10,Prod. Sold Swine or Pork Market Formula,130156,67.06,216.45,67.06,28172266.2,1889232171.372,23724859.37,1603563244.8183,24,2024,8,67.30229040294611
2024-01-11,2024-01-10,Prod. Sold Negotiated,2753,45.24,215.5,45.24,593271.5,26839602.66,617488.69,26218569.7774,24,2024,8,43.8221977197648
2024-01-12,2024-01-11,Prod. Sold Negotiated,4635,44.51,217.11,44.51,1006304.85,44790628.8735,593271.5,26839602.66,25,2024,9,44.78075181187819
2024-01-12,2024-01-11,Prod. Sold Swine or Pork Market Formula,124261,67.16,216.59,67.16,26913689.99,1807523419.7284,28172266.2,1889232171.372,25,2024,9,67.10885762515798
2024-01-15,2024-01-12,Prod. Sold Negotiated,4293,44.18,215.22,44.18,923939.46,40819645.3428,1006304.85,44790628.8735,31,2024,10,44.352040709447806
2024-01-15,2024-01-12,Prod. Sold Swine or Pork Market Formula,89589,67.93,215.4,67.93,19297470.6,1310877177.8580005,26913689.99,1807523419.7284,31,2024,10,67.48154683354166
2024-01-16,2024-01-15,Prod. Sold Swine or Pork Market Formula,110297,67.41,216.46,67.41,23874888.62,1609406241.8742,19297470.6,1310877177.8580005,32,2024,11,67.64243308666236
2024-01-16,2024-01-15,Prod. Sold Negotiated,2660,44.26,219.27,44.26,583258.2000000001,25815007.932000004,923939.46,40819645.3428,32,2024,11,44.21095855124934
2024-01-17,2024-01-16,Prod. Sold Negotiated,2155,45.81,212.16,45.81,457204.8,20944551.888,583258.2000000001,25815007.932000004,33,2024,12,44.9411077760574
2024-01-17,2024-01-16,Prod. Sold Swine or Pork Market Formula,118735,68.19,216.47,68.19,25702565.45,1752657938.0354998,23874888.62,1609406241.8742,33,2024,12,67.8143773813535
2024-01-18,2024-01-17,Prod. Sold Negotiated,2672,47.89,218.5,47.89,583832.0,27959714.48,457204.8,20944551.888,34,2024,13,46.976501088145966
2024-01-18,2024-01-17,Prod. Sold Swine or Pork Market Formula,121971,68.38,216.4,68.38,26394524.4,1804857578.472,25702565.45,1752657938.0354998,34,2024,13,68.28626179985176
2024-01-19,2024-01-18,Prod. Sold Negotiated,3655,45.8,225.69,45.8,824896.95,37780280.31,583832.0,27959714.48,35,2024,14,46.66617718759879
2024-01-19,2024-01-18,Prod. Sold Swine or Pork Market Formula,127643,68.85,216.18,68.85,27593863.74,1899837518.499,26394524.4,1804857578.472,35,2024,14,68.62022046970858
2024-01-22,2024-01-19,Prod. Sold Swine or Pork Market Formula,220528,69.61,218.47,69.61,48178752.16,3353722937.8576,27593863.74,1899837518.499,41,2024,15,69.33323330541897
2024-01-22,2024-01-19,Prod. Sold Negotiated,10654,46.12,221.02,46.12,2354747.08,108600935.3296,824896.95,37780280.31,41,2024,15,46.036982208854354
2024-01-23,2024-01-22,Prod. Sold Swine or Pork Market Formula,122432,69.75,215.61,69.75,26397563.520000003,1841230055.52,48178752.16,3353722937.8576,42,2024,16,69.65955539649688
2024-01-23,2024-01-22,Prod. Sold Negotiated,2673,44.83,222.0,44.83,593406.0,26602390.98,2354747.08,108600935.3296,42,2024,16,45.860348035116274
2024-01-24,2024-01-23,Prod. Sold Swine or Pork Market Formula,121231,69.93,214.86,69.93,26047692.66,1821515147.7138,26397563.520000003,1841230055.52,43,2024,17,69.83939959531722
2024-01-24,2024-01-23,Prod. Sold Negotiated,1389,36.1,200.11,36.1,277952.79000000004,10034095.719000002,593406.0,26602390.98,43,2024,17,42.04523684095733
2024-01-25,2024-01-24,Prod. Sold Swine or Pork Market Formula,125175,70.38,215.26,70.38,26945170.5,1896401099.79,26047692.66,1821515147.7138,44,2024,18,70.15881056055399
2024-01-25,2024-01-24,Prod. Sold Negotiated,3073,43.64,206.5,43.64,634574.5,27692831.18,277952.79000000004,10034095.719000002,44,2024,18,41.34334097449294
2024-01-26,2024-01-25,Prod. Sold Negotiated,5704,46.62,217.54,46.62,1240848.16,57848341.21919999,634574.5,27692831.18,45,2024,19,45.6116768895178
2024-01-26,2024-01-25,Prod. Sold Swine or Pork Market Formula,125004,71.12,214.96,71.12,26870859.84,1911055551.8208,26945170.5,1896401099.79,45,2024,19,70.7494890937881
2024-01-29,2024-01-26,Prod. Sold Negotiated,8722,47.28,218.26,47.28,1903663.72,90005220.6816,1240848.16,57848341.21919999,51,2024,20,47.0195590104751
2024-01-29,2024-01-26,Prod. Sold Swine or Pork Market Formula,205888,71.94,217.71,71.94,44823876.48,3224629673.9712,26870859.84,1911055551.8208,51,2024,20,71.63266774382913
2024-01-30,2024-01-29,Prod. Sold Swine or Pork Market Formula,121473,72.71,214.94,72.71,26109406.62,1898414955.3402,44823876.48,3224629673.9712,52,2024,21,72.22342468047131
2024-01-30,2024-01-29,Prod. Sold Negotiated,2416,58.11,205.21,58.11,495787.36,28810203.489600003,1903663.72,90005220.6816,52,2024,21,49.51775227324076
2024-01-31,2024-01-30,Prod. Sold Swine or Pork Market Formula,127450,72.55,214.39,72.55,27324005.5,1982356599.025,26109406.62,1898414955.3402,53,2024,22,72.62818151402753
2024-01-31,2024-01-30,Prod. Sold Negotiated,1946,57.51,212.47,57.51,413466.62,23778465.3162,495787.36,28810203.489600003,53,2024,22,57.83716097211915
2024-02-01,2024-01-31,Prod. Sold Swine or Pork Market Formula,126764,73.62,215.32,73.62,27294824.48,2009444978.2176,27324005.5,1982356599.025,54,2024,23,73.08471416733559
2024-02-01,2024-01-31,Prod. Sold Negotiated,3498,53.13,207.22,53.13,724855.5599999998,38511575.9028,413466.62,23778465.3162,54,2024,23,54.72092375376539
2024-02-02,2024-02-01,Prod. Sold Swine or Pork Market Formula,121731,73.8,215.48,73.8,26230595.88,1935817975.944,27294824.48,2009444978.2176,55,2024,24,73.7082105591445
2024-02-02,2024-02-01,Prod. Sold Negotiated,4010,53.21,210.6,53.21,844506.0,44936164.26,724855.5599999998,38511575.9028,55,2024,24,53.17304965899636
2024-02-05,2024-02-02,Prod. Sold Swine or Pork Market Formula,203909,74.34,217.67,74.34,44384872.03,3299571386.7102,26230595.88,1935817975.944,61,2024,25,74.1394133269321
2024-02-05,2024-02-02,Prod. Sold Negotiated,5355,53.5,218.08,53.5,1167818.4,62478284.400000006,844506.0,44936164.26,61,2024,25,53.37829659074848
2024-02-06,2024-02-05,Prod. Sold Negotiated,3475,58.66,220.52,58.66,766307.0,44951568.62,1167818.4,62478284.400000006,62,2024,26,55.54440938524462
2024-02-06,2024-02-05,Prod. Sold Swine or Pork Market Formula,118850,74.41,214.94,74.41,25545619.0,1900849509.79,44384872.03,3299571386.7102,62,2024,26,74.36557101063731
2024-02-07,2024-02-06,Prod. Sold Swine or Pork Market Formula,135490,74.32,214.65,74.32,29082928.5,2161443246.12,25545619.0,1900849509.79,63,2024,27,74.36208615852361
2024-02-07,2024-02-06,Prod. Sold Negotiated,2234,60.34,221.49,60.34,494808.66,29856754.544400003,766307.0,44951568.62,63,2024,27,59.319161229351465
2024-02-08,2024-02-07,Prod. Sold Swine or Pork Market Formula,130736,74.15,214.94,74.15,28100395.84,2083644351.5360005,29082928.5,2161443246.12,64,2024,28,74.23646048305278
2024-02-08,2024-02-07,Prod. Sold Negotiated,2422,61.32,213.72,61.32,517629.84,31741061.7888,494808.66,29856754.544400003,64,2024,28,60.841044995029335
2024-02-09,2024-02-08,Prod. Sold Negotiated,5522,61.84,216.38,61.84000000000001,1194850.36,73889546.2624,517629.84,31741061.7888,65,2024,29,61.68282007067878
2024-02-09,2024-02-08,Prod. Sold Swine or Pork Market Formula,130029,73.78,215.64,73.78,28039453.56,2068750883.6568,28100395.84,2083644351.5360005,65,2024,29,73.96520082565095
2024-02-12,2024-02-09,Prod. Sold Negotiated,3690,63.27,218.72,63.27,807076.8,51063749.13600001,1194850.36,73889546.2624,71,2024,30,62.41650440388651
2024-02-12,2024-02-09,Prod. Sold Swine or Pork Market Formula,163433,74.27,215.57,74.27,35231251.81,2616625071.9287,28039453.56,2068750883.6568,71,2024,30,74.05284844203878
2024-02-13,2024-02-12,Prod. Sold Negotiated,2048,65.7,214.89,65.7,440094.72,28914223.104,807076.8,51063749.13600001,72,2024,31,64.12748443774599
2024-02-13,2024-02-12,Prod. Sold Swine or Pork Market Formula,127570,74.36,213.98,74.36,27297428.6,2029836790.696,35231251.81,2616625071.9287,72,2024,31,74.30929026740833
2024-02-14,2024-02-13,Prod. Sold Negotiated,1370,68.76,218.43,68.76,299249.10000000003,20576368.116000004,440094.72,28914223.104,73,2024,32,66.93853371223148
2024-02-14,2024-02-13,Prod. Sold Swine or Pork Market Formula,132863,75.02,213.88,75.02,28416738.44,2131823717.7688,27297428.6,2029836790.696,73,2024,32,74.69662977240483
2024-02-15,2024-02-14,Prod. Sold Negotiated,2753,67.56,210.0,67.56,578130.0,39058462.8,299249.10000000003,20576368.116000004,74,2024,33,67.96928592896731
2024-02-15,2024-02-14,Prod. Sold Swine or Pork Market Formula,131100,75.45,214.52,75.45,28123572.0,2121923507.4,28416738.44,2131823717.7688,74,2024,33,75.2338852062518
2024-02-16,2024-02-15,Prod. Sold Negotiated,5445,67.29,215.37,67.29,1172689.65,78910286.54850002,578130.0,39058462.8,75,2024,34,67.3791554421382
2024-02-16,2024-02-15,Prod. Sold Swine or Pork Market Formula,132636,75.61,214.98,75.61,28514087.28,2155950139.2408,28123572.0,2121923507.4,75,2024,34,75.53055159804973
2024-02-19,2024-02-16,Prod. Sold Swine or Pork Market Formula,152955,76.38,215.46,76.38,32955684.3,2517155166.834,28514087.28,2155950139.2408,81,2024,35,76.02281879302211
2024-02-19,2024-02-16,Prod. Sold Negotiated,4512,69.06,217.34,69.06,980638.08,67722865.8048,1172689.65,78910286.54850002,81,2024,35,68.09606838309746
2024-02-20,2024-02-19,Prod. Sold Swine or Pork Market Formula,130668,77.88,212.8,77.88,27806150.4,2165542993.152,32955684.3,2517155166.834,82,2024,36,77.06643788993422
2024-02-20,2024-02-19,Prod. Sold Negotiated,4705,67.67,202.27,67.67,951680.3500000002,64400209.28450001,980638.08,67722865.8048,82,2024,36,68.37541527216091
2024-02-21,2024-02-20,Prod. Sold Negotiated,1626,69.49,204.03,69.49,331752.78,23053500.6822,951680.3500000002,64400209.28450001,83,2024,37,68.14044917688857
2024-02-21,2024-02-20,Prod. Sold Swine or Pork Market Formula,121544,78.55,214.28,78.55,26044448.32,2045791415.536,27806150.4,2165542993.152,83,2024,37,78.20404060101785
2024-02-22,2024-02-21,Prod. Sold Swine or Pork Market Formula,132905,79.31,214.05,79.31,28448315.25,2256235882.4775,26044448.32,2045791415.536,84,2024,38,78.94676313281904
2024-02-22,2024-02-21,Prod. Sold Negotiated,2695,67.82,208.66,67.82,562338.7,38137810.634,331752.78,23053500.6822,84,2024,38,68.43965375466948
2024-02-23,2024-02-22,Prod. Sold Swine or Pork Market Formula,132207,79.63,214.73,79.63,28388809.11,2260600869.4293,28448315.25,2256235882.4775,85,2024,39,79.46983248655684
2024-02-23,2024-02-22,Prod. Sold Negotiated,5905,67.25,212.67,67.25,1255816.35,84453649.5375,562338.7,38137810.634,85,2024,39,67.4262957779646
2024-02-26,2024-02-23,Prod. Sold Swine or Pork Market Formula,152641,80.14,215.19,80.14,32846816.79,2632343897.5506,28388809.11,2260600869.4293,91,2024,40,79.90356422534582
2024-02-26,2024-02-23,Prod. Sold Negotiated,4922,68.31,214.33,68.31,1054932.26,72062422.6806,1255816.35,84453649.5375,91,2024,40,67.73392464275896
2024-02-27,2024-02-26,Prod. Sold Swine or Pork Market Formula,133398,79.93,212.69,79.93,28372420.62,2267807580.1566005,32846816.79,2632343897.5506,92,2024,41,80.0426742477974
2024-02-27,2024-02-26,Prod. Sold Negotiated,2227,71.08,212.41,71.08,473037.07,33623474.9356,1054932.26,72062422.6806,92,2024,41,69.16755169176072
2024-02-28,2024-02-27,Prod. Sold Swine or Pork Market Formula,131984,80.1,212.95,80.1,28105992.8,2251290023.28,28372420.62,2267807580.1566005,93,2024,42,80.01459902618844
2024-02-28,2024-02-27,Prod. Sold Negotiated,1325,72.97,208.24,72.97,275918.0,20133736.46,473037.07,33623474.9356,93,2024,42,71.77628344995381
2024-02-29,2024-02-28,Prod. Sold Swine or Pork Market Formula,125833,80.38,213.94,80.38,26920712.02,2163886832.1676,28105992.8,2251290023.28,94,2024,43,80.23698438585876
2024-02-29,2024-02-28,Prod. Sold Negotiated,1755,72.41,206.34,72.41,362126.7,26221594.347,275918.0,20133736.46,94,2024,43,72.65216811141917
2024-03-01,2024-02-29,Prod. Sold Swine or Pork Market Formula,126501,80.56,214.48,80.56000000000002,27131934.48,2185748641.7088003,26920712.02,2163886832.1676,95,2024,44,80.47035169455394
2024-03-01,2024-02-29,Prod. Sold Negotiated,5487,72.6,207.29,72.6,1137400.23,82575256.698,362126.7,26221594.347,95,2024,44,72.5541161471505
2024-03-04,2024-03-01,Prod. Sold Negotiated,7212,73.7,208.62,73.7,1504567.44,110886620.328,1137400.23,82575256.698,101,2024,45,73.22643619859285
2024-03-04,2024-03-01,Prod. Sold Swine or Pork Market Formula,144160,80.89,215.48,80.89,31063596.8,2512734345.152,27131934.48,2185748641.7088003,101,2024,45,80.73614732125526
2024-03-05,2024-03-04,Prod. Sold Swine or Pork Market Formula,126344,81.49,213.66,81.49000000000001,26994659.04,2199794765.1696,31063596.8,2512734345.152,102,2024,46,81.16897488806131
2024-03-05,2024-03-04,Prod. Sold Negotiated,3716,72.2,205.34,72.2,763043.44,55091736.36800001,1504567.44,110886620.328,102,2024,46,73.19525504128822
2024-03-06,2024-03-05,Prod. Sold Negotiated,2025,72.92,225.64,72.92,456921.0,33318679.32,763043.44,55091736.36800001,103,2024,47,72.46966615518728
2024-03-06,2024-03-05,Prod. Sold Swine or Pork Market Formula,125381,81.54,213.23,81.54,26734990.63,2179971135.9702,26994659.04,2199794765.1696,103,2024,47,81.51487917825092
2024-03-07,2024-03-06,Prod. Sold Swine or Pork Market Formula,126349,81.75,214.16,81.75,27058901.84,2212065225.42,26734990.63,2179971135.9702,104,2024,48,81.64563224049216
2024-03-07,2024-03-06,Prod. Sold Negotiated,3712,75.0,207.2,75.0,769126.3999999998,57684479.99999999,456921.0,33318679.32,104,2024,48,74.22482957836702
2024-03-08,2024-03-07,Prod. Sold Swine or Pork Market Formula,132243,81.75,214.86,81.75000000000001,28413730.98,2322822507.615,27058901.84,2212065225.42,105,2024,49,81.75
2024-03-08,2024-03-07,Prod. Sold Negotiated,6627,74.26,211.46,74.26,1401345.4200000002,104063910.88920002,769126.3999999998,57684479.99999999,105,2024,49,74.52222572012015
2024-03-11,2024-03-08,Prod. Sold Swine or Pork Market Formula,146521,81.67,215.41,81.67,31562088.61,2577675776.7787,28413730.98,2322822507.615,111,2024,50,81.7079002486992
2024-03-11,2024-03-08,Prod. Sold Negotiated,7314,76.23,210.83,76.23,1542010.62,117547469.56260002,1401345.4200000002,104063910.88920002,111,2024,50,75.29207389120347
2024-03-12,2024-03-11,Prod. Sold Swine or Pork Market Formula,113478,81.88,214.46,81.88,24336491.880000003,1992671955.1344,31562088.61,2577675776.7787,112,2024,51,81.76142742534785
2024-03-12,2024-03-11,Prod. Sold Negotiated,1822,,,,,,1542010.62,117547469.56260002,112,2024,51,76.23
2024-03-13,2024-03-12,Prod. Sold Negotiated,5275,76.29,208.74,76.29,1101103.5,84003186.015,,,113,2024,52,76.29
2024-03-13,2024-03-12,Prod. Sold Swine or Pork Market Formula,126212,82.38,213.01,82.38,26884418.12,2214738364.7256,24336491.880000003,1992671955.1344,113,2024,52,82.14243596726416
2024-03-14,2024-03-13,Prod. Sold Negotiated,3630,76.57,213.49,76.57,774968.7,59339353.359,1101103.5,84003186.015,114,2024,53,76.40566251874526
2024-03-14,2024-03-13,Prod. Sold Swine or Pork Market Formula,129455,82.4,214.48,82.4,27765508.4,2287877892.16,26884418.12,2214738364.7256,114,2024,53,82.3901612244217
2024-03-15,2024-03-14,Prod. Sold Negotiated,7341,76.98,212.47,76.98,1559742.27,120068959.9446,774968.7,59339353.359,115,2024,54,76.84390727970921
2024-03-15,2024-03-14,Prod. Sold Swine or Pork Market Formula,129464,82.75,213.22,82.75,27604314.08,2284256990.12,27765508.4,2287877892.16,115,2024,54,82.57449053464981
2024-03-18,2024-03-15,Prod. Sold Negotiated,11887,76.5,211.8,76.5,2517666.6,192601494.9,1559742.27,120068959.9446,121,2024,55,76.6836157014099
2024-03-18,2024-03-15,Prod. Sold Swine or Pork Market Formula,140468,83.14,214.25,83.14,30095269.0,2502120664.66,27604314.08,2284256990.12,121,2024,55,82.95341836601708
2024-03-19,2024-03-18,Prod. Sold Negotiated,5208,77.89,212.33,77.89,1105814.64,86131902.30960001,2517666.6,192601494.9,122,2024,56,76.92420044365953
2024-03-19,2024-03-18,Prod. Sold Swine or Pork Market Formula,120384,83.28,213.1,83.28,25653830.4,2136450995.712,30095269.0,2502120664.66,122,2024,56,83.20442321570489
2024-03-20,2024-03-19,Prod. Sold Negotiated,5536,79.82,211.73,79.82,1172137.28,93559997.6896,1105814.64,86131902.30960001,123,2024,57,78.88309600458993
2024-03-20,2024-03-19,Prod. Sold Swine or Pork Market Formula,131768,83.5,213.91,83.5,28186492.88,2353572155.48,25653830.4,2136450995.712,123,2024,57,83.3951744279348
2024-03-21,2024-03-20,Prod. Sold Swine or Pork Market Formula,123980,83.89,213.99,83.89,26530480.200000003,2225641983.978,28186492.88,2353572155.48,124,2024,58,83.68909831256332
2024-03-21,2024-03-20,Prod. Sold Negotiated,4659,79.84,211.94,79.84,987428.46,78836288.2464,1172137.28,93559997.6896,124,2024,58,79.82914469461808
2024-03-22,2024-03-21,Prod. Sold Swine or Pork Market Formula,127185,83.75,213.82,83.75,27194696.7,2277555848.625,26530480.200000003,2225641983.978,125,2024,59,83.81913457418509
2024-03-22,2024-03-21,Prod. Sold Negotiated,9653,79.45,213.35,79.45,2059467.55,163624696.8475,987428.46,78836288.2464,125,2024,59,79.57638997134661
2024-03-25,2024-03-22,Prod. Sold Negotiated,11981,79.53,216.14,79.53,2589573.34,205948767.7302,2059467.55,163624696.8475,131,2024,60,79.49456099055736
2024-03-25,2024-03-22,Prod. Sold Swine or Pork Market Formula,154889,83.81,213.92,83.81,33133854.88,2776948377.4928,27194696.7,2277555848.625,131,2024,60,83.78295340664965
2024-03-26,2024-03-25,Prod. Sold Negotiated,5956,81.71,209.28,81.71,1246471.68,101849200.9728,2589573.34,205948767.7302,132,2024,61,80.23836193220691
2024-03-26,2024-03-25,Prod. Sold Swine or Pork Market Formula,120375,84.06,212.69,84.06,25602558.75,2152151088.525,33133854.88,2776948377.4928,132,2024,61,83.9189722591478
2024-03-27,2024-03-26,Prod. Sold Negotiated,3944,81.24,208.23,81.24,821259.12,66719090.9088,1246471.68,101849200.9728,133,2024,62,81.52332589987053
2024-03-27,2024-03-26,Prod. Sold Swine or Pork Market Formula,127018,84.64,213.08,84.64,27064995.44,2290781214.0416,25602558.75,2152151088.525,133,2024,62,84.35805252202468
2024-03-28,2024-03-27,Prod. Sold Negotiated,3341,80.33,209.37,80.33,699505.17,56191250.3061,821259.12,66719090.9088,134,2024,63,80.82142776702102
2024-03-28,2024-03-27,Prod. Sold Swine or Pork Market Formula,129950,84.85,213.71,84.85,27771614.5,2356421490.325,27064995.44,2290781214.0416,134,2024,63,84.74635301947697
2024-03-29,2024-03-28,Prod. Sold Swine or Pork Market Formula,127029,84.65,213.73,84.65,27149908.17,2298239726.5905,27771614.5,2356421490.325,135,2024,64,84.7511319903378
2024-03-29,2024-03-28,Prod. Sold Negotiated,8200,81.48,213.51,81.48,1750782.0,142653717.36,699505.17,56191250.3061,135,2024,64,81.15169931943122
2024-04-01,2024-03-29,Prod. Sold Negotiated,2870,,,,,,1750782.0,142653717.36,141,2024,65,81.48
2024-04-01,2024-03-29,Prod. Sold Swine or Pork Market Formula,125533,85.13,214.45,85.13,26920551.85,2291746578.9904995,27149908.17,2298239726.5905,141,2024,65,84.88898196692278
2024-04-02,2024-04-01,Prod. Sold Swine or Pork Market Formula,100589,84.8,213.48,84.8,21473739.72,1820973128.256,26920551.85,2291746578.9904995,142,2024,66,84.98357086801549
2024-04-02,2024-04-01,Prod. Sold Negotiated,7071,82.79,206.05,82.79,1456979.55,120623336.9445,,,142,2024,66,82.79
2024-04-03,2024-04-02,Prod. Sold Negotiated,2221,,,,,,1456979.55,120623336.9445,143,2024,67,82.79
2024-04-03,2024-04-02,Prod. Sold Swine or Pork Market Formula,128750,85.54,213.38,85.54,27472675.0,2350012619.5,21473739.72,1820973128.256,143,2024,67,85.2153476739062
2024-04-04,2024-04-03,Prod. Sold Negotiated,2324,80.85,204.13,80.85,474398.12,38355088.002,,,144,2024,68,80.85
2024-04-04,2024-04-03,Prod. Sold Swine or Pork Market Formula,133066,86.29,214.12,86.29,28492091.92,2458582611.7768,27472675.0,2350012619.5,144,2024,68,85.92183075023874
2024-04-05,2024-04-04,Prod. Sold Negotiated,5210,80.89,216.99,80.89,1130517.9,91447592.93100001,474398.12,38355088.002,145,2024,69,80.87817637523489
2024-04-05,2024-04-04,Prod. Sold Swine or Pork Market Formula,131716,86.64,214.61,86.64,28267570.76,2449102330.6464,28492091.92,2458582611.7768,145,2024,69,86.46430776186565
2024-04-08,2024-04-05,Prod. Sold Swine or Pork Market Formula,160962,87.73,214.61,87.73,34544054.82,3030549929.3586,28267570.76,2449102330.6464,151,2024,70,87.2394594059
2024-04-08,2024-04-05,Prod. Sold Negotiated,4679,81.97,215.46,81.97,1008137.34,82637017.7598,1130517.9,91447592.93100001,151,2024,70,81.39909950647305
2024-04-09,2024-04-08,Prod. Sold Negotiated,3854,86.44,212.54,86.44,819129.1599999998,70805524.5904,1008137.34,82637017.7598,152,2024,71,83.97381681883842
2024-04-09,2024-04-08,Prod. Sold Swine or Pork Market Formula,121327,88.35,214.03,88.35,25967617.81,2294239033.5135,34544054.82,3030549929.3586,152,2024,71,87.99606309729106
2024-04-10,2024-04-09,Prod. Sold Swine or Pork Market Formula,125242,89.31,213.44,89.31,26731652.48,2387403882.9888,25967617.81,2294239033.5135,153,2024,72,88.83695904591434
2024-04-10,2024-04-09,Prod. Sold Negotiated,3354,86.94,205.28,86.94,688509.12,59858982.8928,819129.1599999998,70805524.5904,153,2024,72,86.6683402886268
2024-04-11,2024-04-10,Prod. Sold Negotiated,3344,85.78,212.87,85.78,711837.28,61061401.878400005,688509.12,59858982.8928,154,2024,73,86.35033786725914
2024-04-11,2024-04-10,Prod. Sold Swine or Pork Market Formula,132023,90.52,213.43,90.52,28177668.89,2550642587.9228,26731652.48,2387403882.9888,154,2024,73,89.93093244837527
2024-04-12,2024-04-11,Prod. Sold Swine or Pork Market Formula,136838,90.89,214.95,90.89,29413328.1,2673377391.009,28177668.89,2550642587.9228,155,2024,74,90.70896931752874
2024-04-12,2024-04-11,Prod. Sold Negotiated,4392,85.09,208.06,85.09,913799.52,77755201.1568,711837.28,61061401.878400005,155,2024,74,85.39213865926263
2024-04-15,2024-04-12,Prod. Sold Negotiated,4980,86.35,213.07,86.35,1061088.6,91625000.60999998,913799.52,77755201.1568,161,2024,75,85.76698601376972
2024-04-15,2024-04-12,Prod. Sold Swine or Pork Market Formula,149080,90.88,215.06,90.88,32061144.8,2913716839.424,29413328.1,2673377391.009,161,2024,75,90.8847846409595
2024-04-16,2024-04-15,Prod. Sold Swine or Pork Market Formula,121744,91.3,212.6,91.3,25882774.4,2363097302.72,32061144.8,2913716839.424,162,2024,76,91.06760838752514
2024-04-16,2024-04-15,Prod. Sold Negotiated,5240,90.68,217.92,90.68,1141900.8,103547564.544,1061088.6,91625000.60999998,162,2024,76,88.59441863587723
2024-04-17,2024-04-16,Prod. Sold Swine or Pork Market Formula,127583,91.51,212.68,91.51000000000002,27134352.44,2483064591.7844005,25882774.4,2363097302.72,163,2024,77,91.40747874040018
2024-04-17,2024-04-16,Prod. Sold Negotiated,3772,88.94,210.51,88.94,794043.72,70622248.4568,1141900.8,103547564.544,163,2024,77,89.96632455190401
2024-04-18,2024-04-17,Prod. Sold Negotiated,4155,90.51,210.75,90.51,875666.25,79256552.28750001,794043.72,70622248.4568,164,2024,78,89.76337414113902
2024-04-18,2024-04-17,Prod. Sold Swine or Pork Market Formula,123608,91.52,213.8,91.52,26427390.4,2418634769.408,27134352.44,2483064591.7844005,164,2024,78,91.51493400494432
